course_title,skills,rating,review_count,level,duration,skills_list,filtered_skills,Algorithms,Business Analysis,Cloud Computing,Communication,Computer Programming,Critical Thinking,Data Analysis,Data Management,Data Visualization,Databases,Decision Making,Entrepreneurship,Finance,General Statistics,Human Learning,Leadership and Management,Machine Learning,Machine Learning Algorithms,Marketing,Planning,Probability & Statistics,Problem Solving,Python Programming,Strategy,Strategy and Operations
MLOps | Machine Learning Operations,"{"" Applied Machine Learning"","" Big Data"","" Cloud Computing"","" DevOps"","" Machine Learning"","" Machine Learning Software"","" Microsoft Azure"","" Python Programming""}",4.0,123.0,Advanced , 3 - 6 Months,"['Applied Machine Learning', 'Big Data', 'Cloud Computing', 'DevOps', 'Machine Learning', 'Machine Learning Software', 'Microsoft Azure', 'Python Programming']","['Cloud Computing', 'Machine Learning', 'Python Programming']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
SQL for Data Science,"{"" Critical Thinking"","" Data Analysis"","" Data Management"","" Database Administration"","" Database Design"","" Databases"","" Problem Solving"","" SQL"","" Computer Programming Tools"","" Data Model""}",4.6,15700.0,Beginner , 1 - 4 Weeks,"['Critical Thinking', 'Data Analysis', 'Data Management', 'Database Administration', 'Database Design', 'Databases', 'Problem Solving', 'SQL', 'Computer Programming Tools', 'Data Model']","['Critical Thinking', 'Data Analysis', 'Data Management', 'Databases', 'Problem Solving']",0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Science Foundations: Statistical Inference,"{"" Probability & Statistics"","" General Statistics"","" Probability Distribution"","" Estimation"","" Statistical Tests"","" Mathematics"","" Correlation And Dependence"","" Calculus""}",4.4,179.0,Intermediate , 3 - 6 Months,"['Probability & Statistics', 'General Statistics', 'Probability Distribution', 'Estimation', 'Statistical Tests', 'Mathematics', 'Correlation And Dependence', 'Calculus']","['Probability & Statistics', 'General Statistics']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Google Project Management (PT),"{"" Project Management"","" Process Analysis"","" Collaboration"","" Organizational Development"","" Communication"","" Decision Making"","" Strategy"","" Product Management"","" Business Communication"","" Adaptability"","" Agile Software Development"","" Change Management"","" Leadership and Management"","" People Analysis"","" Scrum (Software Development)"","" Strategy and Operations"","" Continuous Integration"","" Risk Management"","" Spreadsheet Software"","" Professional Development"","" Programming Principles"","" Application Development""}",4.9,1900.0,Beginner , 3 - 6 Months,"['Project Management', 'Process Analysis', 'Collaboration', 'Organizational Development', 'Communication', 'Decision Making', 'Strategy', 'Product Management', 'Business Communication', 'Adaptability', 'Agile Software Development', 'Change Management', 'Leadership and Management', 'People Analysis', 'Scrum (Software Development)', 'Strategy and Operations', 'Continuous Integration', 'Risk Management', 'Spreadsheet Software', 'Professional Development', 'Programming Principles', 'Application Development']","['Communication', 'Decision Making', 'Strategy', 'Leadership and Management', 'Strategy and Operations']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Python Project for Data Science,"{"" Python Programming"","" Computer Programming"","" Data Analysis"","" Data Science""}",4.5,3700.0,Intermediate , 1 - 4 Weeks,"['Python Programming', 'Computer Programming', 'Data Analysis', 'Data Science']","['Python Programming', 'Computer Programming', 'Data Analysis']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Music Production,"{"" Creativity"","" Planning""}",4.8,2800.0,Beginner , 3 - 6 Months,"['Creativity', 'Planning']",['Planning'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GIS, Mapping, and Spatial Analysis","{"" ArcGIS"","" Data Analysis"","" Data Visualization"","" Geovisualization"","" Spatial Analysis"","" Spatial Data Analysis"","" GIS Software"","" Data Analysis Software"","" Data Visualization Software"","" Data Model"","" Data Management"","" Databases"","" Statistical Analysis"","" Mergers & Acquisitions""}",4.9,2700.0,Beginner , 3 - 6 Months,"['ArcGIS', 'Data Analysis', 'Data Visualization', 'Geovisualization', 'Spatial Analysis', 'Spatial Data Analysis', 'GIS Software', 'Data Analysis Software', 'Data Visualization Software', 'Data Model', 'Data Management', 'Databases', 'Statistical Analysis', 'Mergers & Acquisitions']","['Data Analysis', 'Data Visualization', 'Data Management', 'Databases']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transforming the Fashion Business,"{"" Leadership and Management"","" Research and Design"","" Brand Management"","" Design and Product"","" Strategy and Operations"","" Supply Chain Systems"","" Supply Chain and Logistics"","" Innovation"","" Marketing"","" Product Management"","" Collaboration"","" Entrepreneurship"","" Retail Sales"","" Sales"","" Strategy"","" Business Design"","" E-Commerce"","" Interactive Design"","" Product Lifecycle"","" Forecasting"","" Merchandising"","" Product Design"","" Visual Design""}",4.7,423.0,Intermediate , 1 - 3 Months,"['Leadership and Management', 'Research and Design', 'Brand Management', 'Design and Product', 'Strategy and Operations', 'Supply Chain Systems', 'Supply Chain and Logistics', 'Innovation', 'Marketing', 'Product Management', 'Collaboration', 'Entrepreneurship', 'Retail Sales', 'Sales', 'Strategy', 'Business Design', 'E-Commerce', 'Interactive Design', 'Product Lifecycle', 'Forecasting', 'Merchandising', 'Product Design', 'Visual Design']","['Leadership and Management', 'Strategy and Operations', 'Marketing', 'Entrepreneurship', 'Strategy']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
Biostatistics in Public Health,"{"" Biostatistics"","" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Statistical Tests"","" Data Analysis"","" Regression"","" Basic Descriptive Statistics"","" Critical Thinking"","" Estimation"","" Probability Distribution"","" Data Visualization"","" Problem Solving""}",4.8,2100.0,Beginner , 3 - 6 Months,"['Biostatistics', 'General Statistics', 'Probability & Statistics', 'Statistical Analysis', 'Statistical Tests', 'Data Analysis', 'Regression', 'Basic Descriptive Statistics', 'Critical Thinking', 'Estimation', 'Probability Distribution', 'Data Visualization', 'Problem Solving']","['General Statistics', 'Probability & Statistics', 'Data Analysis', 'Critical Thinking', 'Data Visualization', 'Problem Solving']",0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Foundational Finance for Strategic Decision Making,"{"" Finance"","" Financial Analysis"","" Financial Management"","" Investment Management"","" Decision Making"","" Leadership and Management"","" Business Analysis"","" Critical Thinking"","" Financial Accounting"","" Payments"","" Accounting"","" Market Analysis"","" Microsoft Excel"","" Planning"","" Problem Solving"","" Strategy and Operations"","" Mathematics""}",4.7,1100.0,Beginner , 3 - 6 Months,"['Finance', 'Financial Analysis', 'Financial Management', 'Investment Management', 'Decision Making', 'Leadership and Management', 'Business Analysis', 'Critical Thinking', 'Financial Accounting', 'Payments', 'Accounting', 'Market Analysis', 'Microsoft Excel', 'Planning', 'Problem Solving', 'Strategy and Operations', 'Mathematics']","['Finance', 'Decision Making', 'Leadership and Management', 'Business Analysis', 'Critical Thinking', 'Planning', 'Problem Solving', 'Strategy and Operations']",0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
Statistical Analysis with R for Public Health,"{"" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Statistical Tests"","" R Programming"","" Regression"","" Biostatistics"","" Statistical Programming"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Critical Thinking"","" Correlation And Dependence"","" Probability Distribution"","" Epidemiology""}",4.7,1900.0,Beginner , 3 - 6 Months,"['Data Analysis', 'General Statistics', 'Probability & Statistics', 'Statistical Analysis', 'Statistical Tests', 'R Programming', 'Regression', 'Biostatistics', 'Statistical Programming', 'Basic Descriptive Statistics', 'Exploratory Data Analysis', 'Critical Thinking', 'Correlation And Dependence', 'Probability Distribution', 'Epidemiology']","['Data Analysis', 'General Statistics', 'Probability & Statistics', 'Critical Thinking']",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Renewable Energy,"{"" Strategy and Operations"","" Leadership and Management"","" Planning"","" Systems Design"","" Project Management"","" Operations Management"","" Critical Thinking"","" Market Research"","" Operational Analysis"","" Strategy"","" Supply Chain and Logistics"","" Feature Engineering"","" General Statistics"","" Innovation"","" Operating Systems"","" Research and Design"","" Benefits"","" Change Management"","" Problem Solving"","" Product Strategy"","" Application Development"","" Finance"","" Financial Analysis"","" Financial Management"","" Marketing"","" Organizational Development"","" Technical Product Management""}",4.8,708.0,Beginner , 3 - 6 Months,"['Strategy and Operations', 'Leadership and Management', 'Planning', 'Systems Design', 'Project Management', 'Operations Management', 'Critical Thinking', 'Market Research', 'Operational Analysis', 'Strategy', 'Supply Chain and Logistics', 'Feature Engineering', 'General Statistics', 'Innovation', 'Operating Systems', 'Research and Design', 'Benefits', 'Change Management', 'Problem Solving', 'Product Strategy', 'Application Development', 'Finance', 'Financial Analysis', 'Financial Management', 'Marketing', 'Organizational Development', 'Technical Product Management']","['Strategy and Operations', 'Leadership and Management', 'Planning', 'Critical Thinking', 'Strategy', 'General Statistics', 'Problem Solving', 'Finance', 'Marketing']",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1
"TESOL Certificate, Part 2: Teach English Now!","{"" Writing"","" Human Learning"","" Planning""}",4.9,3700.0,Beginner , 3 - 6 Months,"['Writing', 'Human Learning', 'Planning']","['Human Learning', 'Planning']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Business Analytics,"{"" Data Analysis"","" Business Analysis"","" R Programming"","" Data Visualization"","" Exploratory Data Analysis"","" Data Analysis Software"","" Machine Learning"","" Statistical Machine Learning"","" Data Management"","" Interactive Data Visualization"","" Statistical Programming"","" Algorithms"","" Data Model"","" Extract"","" Transform"","" Load"","" Accounting"","" Communication"","" Customer Analysis"","" Data Mining"","" Data Visualization Software"","" Machine Learning Algorithms"","" Plot (Graphics)"","" Probability & Statistics"","" Statistical Analysis"","" Audit"","" Creativity"","" Market Research"","" Marketing"","" Natural Language Processing"","" Regression"","" Visual Design"","" Visualization (Computer Graphics)"","" Accounting Software"","" General Statistics"","" Market Analysis"","" Computer Programming""}",4.6,894.0,Beginner , 3 - 6 Months,"['Data Analysis', 'Business Analysis', 'R Programming', 'Data Visualization', 'Exploratory Data Analysis', 'Data Analysis Software', 'Machine Learning', 'Statistical Machine Learning', 'Data Management', 'Interactive Data Visualization', 'Statistical Programming', 'Algorithms', 'Data Model', 'Extract', 'Transform', 'Load', 'Accounting', 'Communication', 'Customer Analysis', 'Data Mining', 'Data Visualization Software', 'Machine Learning Algorithms', 'Plot (Graphics)', 'Probability & Statistics', 'Statistical Analysis', 'Audit', 'Creativity', 'Market Research', 'Marketing', 'Natural Language Processing', 'Regression', 'Visual Design', 'Visualization (Computer Graphics)', 'Accounting Software', 'General Statistics', 'Market Analysis', 'Computer Programming']","['Data Analysis', 'Business Analysis', 'Data Visualization', 'Machine Learning', 'Data Management', 'Algorithms', 'Communication', 'Machine Learning Algorithms', 'Probability & Statistics', 'Marketing', 'General Statistics', 'Computer Programming']",1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
Fundamentals of Accounting,"{"" Accounting"","" Financial Analysis"","" Cost Accounting"","" Management Accounting"","" Financial Accounting"","" Leadership and Management"","" General Accounting"","" Finance"","" Account Management"","" Financial Management"","" Generally Accepted Accounting Principles (GAAP)"","" Accounts Payable and Receivable"","" Business Analysis"","" Decision Making"","" Data Analysis"","" Entrepreneurship"","" Strategy and Operations""}",4.6,1900.0,Beginner , 3 - 6 Months,"['Accounting', 'Financial Analysis', 'Cost Accounting', 'Management Accounting', 'Financial Accounting', 'Leadership and Management', 'General Accounting', 'Finance', 'Account Management', 'Financial Management', 'Generally Accepted Accounting Principles (GAAP)', 'Accounts Payable and Receivable', 'Business Analysis', 'Decision Making', 'Data Analysis', 'Entrepreneurship', 'Strategy and Operations']","['Leadership and Management', 'Finance', 'Business Analysis', 'Decision Making', 'Data Analysis', 'Entrepreneurship', 'Strategy and Operations']",0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
User Experience Research and Design,"{"" User Experience"","" Research and Design"","" User Experience Design"","" User Research"","" Human Computer Interaction"","" Design and Product"","" People Analysis"","" Critical Thinking"","" Data Analysis"","" Survey Creation"","" Product Design"","" Communication"","" Interactive Design"","" Visual Design"","" Systems Design"","" Probability & Statistics""}",4.7,2000.0,Beginner , 3 - 6 Months,"['User Experience', 'Research and Design', 'User Experience Design', 'User Research', 'Human Computer Interaction', 'Design and Product', 'People Analysis', 'Critical Thinking', 'Data Analysis', 'Survey Creation', 'Product Design', 'Communication', 'Interactive Design', 'Visual Design', 'Systems Design', 'Probability & Statistics']","['Critical Thinking', 'Data Analysis', 'Communication', 'Probability & Statistics']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Goodwill® Career Coach and Navigator,"{"" Leadership and Management"","" Critical Thinking"","" Customer Relationship Management"","" Customer Success"","" Human Learning"","" People Management"","" Problem Solving"","" Professional Development"","" Recruitment""}",4.7,109.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Critical Thinking', 'Customer Relationship Management', 'Customer Success', 'Human Learning', 'People Management', 'Problem Solving', 'Professional Development', 'Recruitment']","['Leadership and Management', 'Critical Thinking', 'Human Learning', 'Problem Solving']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Futures Thinking,"{"" Adaptability"","" Creativity"","" Forecasting"","" Critical Thinking"","" Innovation"","" Human Learning"","" Decision Making"","" Strategy"","" Problem Solving"","" Collaboration"","" Communication"","" People Analysis"","" Planning"","" Research and Design"","" Scientific Visualization"","" Strategy and Operations"","" Leadership and Management"","" Business Transformation"","" Experiment"","" Storytelling"","" Game Theory"","" Leadership Development""}",4.8,1600.0,Beginner , 3 - 6 Months,"['Adaptability', 'Creativity', 'Forecasting', 'Critical Thinking', 'Innovation', 'Human Learning', 'Decision Making', 'Strategy', 'Problem Solving', 'Collaboration', 'Communication', 'People Analysis', 'Planning', 'Research and Design', 'Scientific Visualization', 'Strategy and Operations', 'Leadership and Management', 'Business Transformation', 'Experiment', 'Storytelling', 'Game Theory', 'Leadership Development']","['Critical Thinking', 'Human Learning', 'Decision Making', 'Strategy', 'Problem Solving', 'Communication', 'Planning', 'Strategy and Operations', 'Leadership and Management']",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
Foundations of Data Structures and Algorithms,"{"" Algorithms"","" Theoretical Computer Science"","" Data Structures"","" Computer Programming"","" Graph Theory"","" Problem Solving"","" Computational Logic"","" Computational Thinking"","" Mathematical Theory & Analysis"","" Mathematics"","" Applied Mathematics"","" Python Programming""}",4.6,371.0,Advanced , 3 - 6 Months,"['Algorithms', 'Theoretical Computer Science', 'Data Structures', 'Computer Programming', 'Graph Theory', 'Problem Solving', 'Computational Logic', 'Computational Thinking', 'Mathematical Theory & Analysis', 'Mathematics', 'Applied Mathematics', 'Python Programming']","['Algorithms', 'Computer Programming', 'Problem Solving', 'Python Programming']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
School Health for Children and Adolescents,"{"" Leadership and Management""}",4.8,2800.0,Beginner , 3 - 6 Months,['Leadership and Management'],['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
First Step Korean,"{"" Communication"","" Culture"","" Writing""}",4.9,48500.0,Beginner , 1 - 3 Months,"['Communication', 'Culture', 'Writing']",['Communication'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Réussir le Changement,"{"" Change Management"","" Leadership and Management"","" Project Management"","" Strategy"","" Communication"","" Strategy and Operations"","" Organizational Development"","" People Management"","" Business Transformation"","" Performance Management""}",4.5,1900.0,Mixed , 1 - 3 Months,"['Change Management', 'Leadership and Management', 'Project Management', 'Strategy', 'Communication', 'Strategy and Operations', 'Organizational Development', 'People Management', 'Business Transformation', 'Performance Management']","['Leadership and Management', 'Strategy', 'Communication', 'Strategy and Operations']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Self-Driving Cars,"{"" Algorithms"","" Machine Learning"","" Python Programming"","" Computer Programming"","" Mathematics"","" Theoretical Computer Science"","" Estimation"","" Mathematical Theory & Analysis"","" Probability & Statistics"","" Applied Machine Learning"","" Computer Vision"","" Software Engineering"","" Computer Programming Tools"","" Critical Thinking"","" Problem Solving"","" Strategy and Operations"","" Systems Design"","" General Statistics"","" Probability Distribution"","" Regression"","" Artificial Neural Networks"","" Planning""}",4.7,3300.0,Advanced , 3 - 6 Months,"['Algorithms', 'Machine Learning', 'Python Programming', 'Computer Programming', 'Mathematics', 'Theoretical Computer Science', 'Estimation', 'Mathematical Theory & Analysis', 'Probability & Statistics', 'Applied Machine Learning', 'Computer Vision', 'Software Engineering', 'Computer Programming Tools', 'Critical Thinking', 'Problem Solving', 'Strategy and Operations', 'Systems Design', 'General Statistics', 'Probability Distribution', 'Regression', 'Artificial Neural Networks', 'Planning']","['Algorithms', 'Machine Learning', 'Python Programming', 'Computer Programming', 'Probability & Statistics', 'Critical Thinking', 'Problem Solving', 'Strategy and Operations', 'General Statistics', 'Planning']",1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1
Assess for Success: Marketing Analytics and Measurement,"{"" Digital Marketing"","" Marketing"","" Marketing Management"","" Data Analysis"","" Media Strategy & Planning"","" Data Management"","" Market Analysis""}",4.6,1000.0,Beginner , 1 - 4 Weeks,"['Digital Marketing', 'Marketing', 'Marketing Management', 'Data Analysis', 'Media Strategy & Planning', 'Data Management', 'Market Analysis']","['Marketing', 'Data Analysis', 'Data Management']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Neuroscience and Neuroimaging,"{"" Statistical Programming"","" R Programming"","" Probability & Statistics"","" Data Management"","" Data Structures"","" Data Analysis"","" Statistical Analysis"","" Data Visualization"","" Visualization (Computer Graphics)"","" General Statistics"","" Research and Design"","" Experiment"","" Correlation And Dependence"","" Mathematical Theory & Analysis"","" Process Analysis"","" Spatial Analysis"","" Spatial Data Analysis"","" Bioinformatics"","" Extract"","" Transform"","" Load"","" Computer Programming""}",4.6,3100.0,Intermediate , 3 - 6 Months,"['Statistical Programming', 'R Programming', 'Probability & Statistics', 'Data Management', 'Data Structures', 'Data Analysis', 'Statistical Analysis', 'Data Visualization', 'Visualization (Computer Graphics)', 'General Statistics', 'Research and Design', 'Experiment', 'Correlation And Dependence', 'Mathematical Theory & Analysis', 'Process Analysis', 'Spatial Analysis', 'Spatial Data Analysis', 'Bioinformatics', 'Extract', 'Transform', 'Load', 'Computer Programming']","['Probability & Statistics', 'Data Management', 'Data Analysis', 'Data Visualization', 'General Statistics', 'Computer Programming']",0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Impact Measurement & Management for the SDGs,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Business Psychology"","" Organizational Development"","" Business Process Management"","" Finance""}",4.8,487.0,Mixed , 1 - 3 Months,"['Entrepreneurship', 'Leadership and Management', 'Marketing', 'Sales', 'Strategy', 'Strategy and Operations', 'Business Psychology', 'Organizational Development', 'Business Process Management', 'Finance']","['Entrepreneurship', 'Leadership and Management', 'Marketing', 'Strategy', 'Strategy and Operations', 'Finance']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
Introduction to Data Engineering,"{"" Data Engineering"","" Data Management"","" Extract"","" Transform"","" Load"","" Databases"","" Network Security"","" Big Data"","" Data Warehousing"","" Leadership and Management"","" SQL"","" Data Science"","" NoSQL""}",4.7,2100.0,Beginner , 1 - 4 Weeks,"['Data Engineering', 'Data Management', 'Extract', 'Transform', 'Load', 'Databases', 'Network Security', 'Big Data', 'Data Warehousing', 'Leadership and Management', 'SQL', 'Data Science', 'NoSQL']","['Data Management', 'Databases', 'Leadership and Management']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Digital Product Management: Modern Fundamentals,"{"" Product Management"","" Leadership and Management"","" Planning"","" Product Strategy"","" Strategy""}",4.7,5000.0,Beginner , 1 - 4 Weeks,"['Product Management', 'Leadership and Management', 'Planning', 'Product Strategy', 'Strategy']","['Leadership and Management', 'Planning', 'Strategy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
An Introduction to Consumer Neuroscience & Neuromarketing,"{"" Business Psychology"","" Market Research"","" Marketing"","" Behavioral Economics"","" Customer Analysis"","" Decision Making"","" People Analysis"","" Emotional Intelligence"","" Experiment"","" Research and Design""}",4.7,3100.0,Beginner , 1 - 3 Months,"['Business Psychology', 'Market Research', 'Marketing', 'Behavioral Economics', 'Customer Analysis', 'Decision Making', 'People Analysis', 'Emotional Intelligence', 'Experiment', 'Research and Design']","['Marketing', 'Decision Making']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Strategic Leadership: Impact, Change, and Decision-Making","{"" Leadership and Management"","" Critical Thinking"","" Leadership Development"","" Decision Making"","" Professional Development"","" Strategy"","" Strategy and Operations"","" People Development"","" People Management"","" People Analysis"","" Organizational Development"","" Problem Solving"","" Talent Management"","" Communication"","" Emotional Intelligence"","" Change Management"","" Human Resources"","" Business Analysis"","" Business Psychology"","" Entrepreneurship"","" Research and Design"","" Performance Management"","" Influencing""}",4.8,326.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Critical Thinking', 'Leadership Development', 'Decision Making', 'Professional Development', 'Strategy', 'Strategy and Operations', 'People Development', 'People Management', 'People Analysis', 'Organizational Development', 'Problem Solving', 'Talent Management', 'Communication', 'Emotional Intelligence', 'Change Management', 'Human Resources', 'Business Analysis', 'Business Psychology', 'Entrepreneurship', 'Research and Design', 'Performance Management', 'Influencing']","['Leadership and Management', 'Critical Thinking', 'Decision Making', 'Strategy', 'Strategy and Operations', 'Problem Solving', 'Communication', 'Business Analysis', 'Entrepreneurship']",0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1
Fundamentals of Graphic Design,"{"" Communication"","" Computer Graphic Techniques"","" Computer Graphics"","" Creativity"","" Design and Product"","" Geometry"","" Graphic Design"","" Interactive Design"","" Visual Design"","" Visualization (Computer Graphics)""}",4.8,16800.0,Beginner , 1 - 3 Months,"['Communication', 'Computer Graphic Techniques', 'Computer Graphics', 'Creativity', 'Design and Product', 'Geometry', 'Graphic Design', 'Interactive Design', 'Visual Design', 'Visualization (Computer Graphics)']",['Communication'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthcare IT Support,"{"" Problem Solving"","" Communication"","" Customer Support"","" Benefits""}",4.7,956.0,Beginner , 3 - 6 Months,"['Problem Solving', 'Communication', 'Customer Support', 'Benefits']","['Problem Solving', 'Communication']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Build Dynamic User Interfaces (UI) for Websites,"{"" User Experience"","" User Research"","" Web Design"","" Web Development Tools""}",4.8,2800.0,Beginner , 1 - 3 Months,"['User Experience', 'User Research', 'Web Design', 'Web Development Tools']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Getting Started with Power BI Desktop,"{"" Business Intelligence"","" Data Analysis"","" Data Visualization"","" Interactive Data Visualization"","" Power BI""}",4.7,3500.0,Beginner , Less Than 2 Hours,"['Business Intelligence', 'Data Analysis', 'Data Visualization', 'Interactive Data Visualization', 'Power BI']","['Data Analysis', 'Data Visualization']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Sigma Green Belt,"{"" Data Analysis"","" Probability & Statistics"","" Business Analysis"","" Process Analysis"","" Statistical Analysis"","" General Statistics"","" Operational Analysis"","" Business Process Management"","" Organizational Development"","" Performance Management"","" Problem Solving"","" Project Management"","" Statistical Tests"","" Statistical Visualization"","" Strategy and Operations"","" Decision Making"","" Leadership and Management"","" Mathematics"","" Operations Management"","" Basic Descriptive Statistics"","" Supply Chain and Logistics"","" Entrepreneurship"","" Planning"","" Probability Distribution"","" Customer Analysis"","" Mathematical Theory & Analysis"","" Experiment"","" Interactive Data Visualization"","" Interactive Design""}",4.7,4000.0,Intermediate , 3 - 6 Months,"['Data Analysis', 'Probability & Statistics', 'Business Analysis', 'Process Analysis', 'Statistical Analysis', 'General Statistics', 'Operational Analysis', 'Business Process Management', 'Organizational Development', 'Performance Management', 'Problem Solving', 'Project Management', 'Statistical Tests', 'Statistical Visualization', 'Strategy and Operations', 'Decision Making', 'Leadership and Management', 'Mathematics', 'Operations Management', 'Basic Descriptive Statistics', 'Supply Chain and Logistics', 'Entrepreneurship', 'Planning', 'Probability Distribution', 'Customer Analysis', 'Mathematical Theory & Analysis', 'Experiment', 'Interactive Data Visualization', 'Interactive Design']","['Data Analysis', 'Probability & Statistics', 'Business Analysis', 'General Statistics', 'Problem Solving', 'Strategy and Operations', 'Decision Making', 'Leadership and Management', 'Entrepreneurship', 'Planning']",0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1
Probability & Statistics for Machine Learning & Data Science,"{"" General Statistics"","" Probability & Statistics"","" Statistical Analysis""}",4.6,181.0,Beginner , 1 - 4 Weeks,"['General Statistics', 'Probability & Statistics', 'Statistical Analysis']","['General Statistics', 'Probability & Statistics']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FPGA Design for Embedded Systems,"{"" Hardware Design"","" Computational Logic"","" Computer Architecture"","" Leadership and Management"","" Design and Product"","" Microarchitecture"","" Systems Design"","" Computer Programming Tools"","" Critical Thinking"","" Computer Programming"","" Programming Principles"","" System Programming""}",4.5,1600.0,Intermediate , 3 - 6 Months,"['Hardware Design', 'Computational Logic', 'Computer Architecture', 'Leadership and Management', 'Design and Product', 'Microarchitecture', 'Systems Design', 'Computer Programming Tools', 'Critical Thinking', 'Computer Programming', 'Programming Principles', 'System Programming']","['Leadership and Management', 'Critical Thinking', 'Computer Programming']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AWS Cloud Technical Essentials,"{"" Amazon Web Services"","" Cloud Computing"","" Cloud Storage"","" Leadership and Management""}",4.8,4300.0,Beginner , 1 - 3 Months,"['Amazon Web Services', 'Cloud Computing', 'Cloud Storage', 'Leadership and Management']","['Cloud Computing', 'Leadership and Management']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
