course_title,skills,rating,review_count,level,duration,skills_list,skills_text,filtered_skills,algorithms,business analysis,cloud computing,communication,computer programming,critical thinking,data analysis,data management,decision making,finance,human learning,leadership and management,machine learning,machine learning algorithms,marketing,planning,probability & statistics,problem solving,project management,python programming,risk management,sql,strategy,strategy and operations,writing
Security and Privacy for Big Data - Part 2,"{"" Big Data"","" Data Management"","" Security Engineering"","" Security Strategy""}",4.7,237.0,Beginner , 1 - 4 Weeks,"['Big Data', 'Data Management', 'Security Engineering', 'Security Strategy']",big data | data management | security engineering | security strategy,['data management'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developing Front-End Apps with React,"{"" Javascript"","" React (web framework)"","" Web Development""}",4.3,294.0,Intermediate , 1 - 4 Weeks,"['Javascript', 'React (web framework)', 'Web Development']",javascript | react (web framework) | web development,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning for a Sustainable Future,"{"" Critical Thinking""}",4.7,46.0,Beginner , 1 - 3 Months,['Critical Thinking'],critical thinking,['critical thinking'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing Strategy and Planning,"{"" Digital Marketing"","" Marketing"","" Strategy"","" Strategy and Operations"","" Communication"","" Media Strategy & Planning"","" Leadership and Management"","" Market Analysis"","" Planning"","" Search Engine Optimization"","" User Experience"","" Market Research""}",4.6,346.0,Beginner , 1 - 3 Months,"['Digital Marketing', 'Marketing', 'Strategy', 'Strategy and Operations', 'Communication', 'Media Strategy & Planning', 'Leadership and Management', 'Market Analysis', 'Planning', 'Search Engine Optimization', 'User Experience', 'Market Research']",digital marketing | marketing | strategy | strategy and operations | communication | media strategy & planning | leadership and management | market analysis | planning | search engine optimization | user experience | market research,"['marketing', 'strategy', 'strategy and operations', 'communication', 'leadership and management', 'planning']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
Whole genome sequencing of bacterial genomes - tools and applications,"{"" Bioinformatics""}",4.6,1400.0,Beginner , 1 - 3 Months,['Bioinformatics'],bioinformatics,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Object Oriented Java Programming: Data Structures and Beyond,"{"" Computer Programming"","" Java Programming"","" Data Structures"","" Algorithms"","" Problem Solving"","" Programming Principles"","" Critical Thinking"","" Software Engineering"","" Computational Thinking"","" Communication"","" Computer Programming Tools"","" Data Analysis"","" Theoretical Computer Science"","" Computational Logic"","" Computer Graphics"","" Visualization (Computer Graphics)"","" Recruitment"","" Training"","" People Analysis""}",4.7,7100.0,Intermediate , 3 - 6 Months,"['Computer Programming', 'Java Programming', 'Data Structures', 'Algorithms', 'Problem Solving', 'Programming Principles', 'Critical Thinking', 'Software Engineering', 'Computational Thinking', 'Communication', 'Computer Programming Tools', 'Data Analysis', 'Theoretical Computer Science', 'Computational Logic', 'Computer Graphics', 'Visualization (Computer Graphics)', 'Recruitment', 'Training', 'People Analysis']",computer programming | java programming | data structures | algorithms | problem solving | programming principles | critical thinking | software engineering | computational thinking | communication | computer programming tools | data analysis | theoretical computer science | computational logic | computer graphics | visualization (computer graphics) | recruitment | training | people analysis,"['computer programming', 'algorithms', 'problem solving', 'critical thinking', 'communication', 'data analysis']",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Python Classes and Inheritance,"{"" Computer Programming"","" Python Programming""}",4.7,3500.0,Intermediate , 1 - 4 Weeks,"['Computer Programming', 'Python Programming']",computer programming | python programming,"['computer programming', 'python programming']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Inclusive Leadership: The Power of Workplace Diversity,"{"" Collaboration"","" Communication"","" Leadership Development"","" Leadership and Management"","" Culture"","" Emotional Intelligence""}",4.9,1700.0,Beginner , 1 - 4 Weeks,"['Collaboration', 'Communication', 'Leadership Development', 'Leadership and Management', 'Culture', 'Emotional Intelligence']",collaboration | communication | leadership development | leadership and management | culture | emotional intelligence,"['communication', 'leadership and management']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Qualitative Research Design and Methods for Public Health,"{"" Data Analysis""}",4.7,165.0,Beginner , 3 - 6 Months,['Data Analysis'],data analysis,['data analysis'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regression Analysis: Simplify Complex Data Relationships,"{"" Python Programming"","" Regression"","" Statistical Analysis""}",4.7,181.0,Advanced , 1 - 3 Months,"['Python Programming', 'Regression', 'Statistical Analysis']",python programming | regression | statistical analysis,['python programming'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Understanding child development: from synapse to society,"{"" Critical Thinking""}",4.6,259.0,Beginner , 1 - 3 Months,['Critical Thinking'],critical thinking,['critical thinking'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narrative Economics,"{"" Storytelling""}",4.8,341.0,Beginner , 1 - 4 Weeks,['Storytelling'],storytelling,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Transformation in Financial Services,"{"" FinTech"","" Finance"","" Innovation"","" Banking"","" Business Transformation"","" Leadership and Management"","" Payments"","" Regulations and Compliance"","" Strategy"","" Strategy and Operations"","" BlockChain"","" Business Analysis"","" Cash Management"","" Cross Platform Development"","" Decision Making"","" Entrepreneurship"","" Network Architecture"","" Research and Design"","" Risk Management""}",4.4,1900.0,Beginner , 3 - 6 Months,"['FinTech', 'Finance', 'Innovation', 'Banking', 'Business Transformation', 'Leadership and Management', 'Payments', 'Regulations and Compliance', 'Strategy', 'Strategy and Operations', 'BlockChain', 'Business Analysis', 'Cash Management', 'Cross Platform Development', 'Decision Making', 'Entrepreneurship', 'Network Architecture', 'Research and Design', 'Risk Management']",fintech | finance | innovation | banking | business transformation | leadership and management | payments | regulations and compliance | strategy | strategy and operations | blockchain | business analysis | cash management | cross platform development | decision making | entrepreneurship | network architecture | research and design | risk management,"['finance', 'leadership and management', 'strategy', 'strategy and operations', 'business analysis', 'decision making', 'risk management']",0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
Data Literacy,"{"" General Statistics"","" Data Analysis"","" Probability & Statistics"","" Statistical Analysis"","" Research and Design"","" Statistical Tests"","" Basic Descriptive Statistics"","" Regression"","" Data Visualization"","" Exploratory Data Analysis""}",4.6,206.0,Beginner , 3 - 6 Months,"['General Statistics', 'Data Analysis', 'Probability & Statistics', 'Statistical Analysis', 'Research and Design', 'Statistical Tests', 'Basic Descriptive Statistics', 'Regression', 'Data Visualization', 'Exploratory Data Analysis']",general statistics | data analysis | probability & statistics | statistical analysis | research and design | statistical tests | basic descriptive statistics | regression | data visualization | exploratory data analysis,"['data analysis', 'probability & statistics']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Building AI Powered Chatbots Without Programming,"{"" Cloud Computing"","" Computer Programming"","" IBM Cloud"","" Machine Learning""}",4.8,2500.0,Beginner , 1 - 3 Months,"['Cloud Computing', 'Computer Programming', 'IBM Cloud', 'Machine Learning']",cloud computing | computer programming | ibm cloud | machine learning,"['cloud computing', 'computer programming', 'machine learning']",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
From Data to Insights with Google Cloud,"{"" Google Cloud Platform"","" Cloud Computing"","" SQL"","" Databases"","" Data Analysis"","" Big Data"","" Cloud Platforms"","" Data Management"","" Exploratory Data Analysis"","" Cloud Storage"","" Data Analysis Software"","" Machine Learning"","" Applied Machine Learning"","" Human Learning"","" Data Visualization"","" Machine Learning Algorithms"","" Machine Learning Software"","" Database Theory""}",4.6,4600.0,Beginner , 3 - 6 Months,"['Google Cloud Platform', 'Cloud Computing', 'SQL', 'Databases', 'Data Analysis', 'Big Data', 'Cloud Platforms', 'Data Management', 'Exploratory Data Analysis', 'Cloud Storage', 'Data Analysis Software', 'Machine Learning', 'Applied Machine Learning', 'Human Learning', 'Data Visualization', 'Machine Learning Algorithms', 'Machine Learning Software', 'Database Theory']",google cloud platform | cloud computing | sql | databases | data analysis | big data | cloud platforms | data management | exploratory data analysis | cloud storage | data analysis software | machine learning | applied machine learning | human learning | data visualization | machine learning algorithms | machine learning software | database theory,"['cloud computing', 'sql', 'data analysis', 'data management', 'machine learning', 'human learning', 'machine learning algorithms']",0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Patient Safety,"{"" Communication"","" Problem Solving"","" Planning""}",4.8,1600.0,Beginner , 3 - 6 Months,"['Communication', 'Problem Solving', 'Planning']",communication | problem solving | planning,"['communication', 'problem solving', 'planning']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Microeconomics Principles,"{"" Behavioral Economics"","" Decision Making"","" Market Research"","" Market Analysis"","" Strategy"","" Problem Solving"","" Cost Accounting"","" Data Analysis"","" Strategy and Operations""}",4.8,2900.0,Beginner , 1 - 3 Months,"['Behavioral Economics', 'Decision Making', 'Market Research', 'Market Analysis', 'Strategy', 'Problem Solving', 'Cost Accounting', 'Data Analysis', 'Strategy and Operations']",behavioral economics | decision making | market research | market analysis | strategy | problem solving | cost accounting | data analysis | strategy and operations,"['decision making', 'strategy', 'problem solving', 'data analysis', 'strategy and operations']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Introducción a la programación en Python I: Aprendiendo a programar con Python,"{"" Computational Logic"","" Computer Programming"","" Programming Principles"","" Python Programming"","" Algorithms"","" Data Analysis"","" Computer Programming Tools"","" Computational Thinking"","" System Programming"","" Problem Solving""}",4.4,4200.0,Beginner , 1 - 3 Months,"['Computational Logic', 'Computer Programming', 'Programming Principles', 'Python Programming', 'Algorithms', 'Data Analysis', 'Computer Programming Tools', 'Computational Thinking', 'System Programming', 'Problem Solving']",computational logic | computer programming | programming principles | python programming | algorithms | data analysis | computer programming tools | computational thinking | system programming | problem solving,"['computer programming', 'python programming', 'algorithms', 'data analysis', 'problem solving']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Introduction to Google SEO,"{"" Critical Thinking"","" Digital Marketing"","" Marketing"","" Search Engine Optimization"","" Social Media"","" User Experience"","" User Research"","" Web Development Tools"","" Algorithms"","" Customer Analysis"","" Media Strategy & Planning"","" Strategy""}",4.6,9700.0,Beginner , 1 - 4 Weeks,"['Critical Thinking', 'Digital Marketing', 'Marketing', 'Search Engine Optimization', 'Social Media', 'User Experience', 'User Research', 'Web Development Tools', 'Algorithms', 'Customer Analysis', 'Media Strategy & Planning', 'Strategy']",critical thinking | digital marketing | marketing | search engine optimization | social media | user experience | user research | web development tools | algorithms | customer analysis | media strategy & planning | strategy,"['critical thinking', 'marketing', 'algorithms', 'strategy']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Diversity and Inclusion in Education,"{"" Leadership and Management""}",4.8,178.0,Intermediate , 1 - 4 Weeks,['Leadership and Management'],leadership and management,['leadership and management'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Power Platform Fundamentals,"{"" Business Analysis"","" Business Intelligence"","" Cloud Applications"","" Interactive Data Visualization"","" Application Development"","" Business Development"","" Data Model"","" Design and Product"","" Power BI"","" Software As A Service"","" User Experience Design"","" Data Analysis""}",4.2,101.0,Beginner , 1 - 3 Months,"['Business Analysis', 'Business Intelligence', 'Cloud Applications', 'Interactive Data Visualization', 'Application Development', 'Business Development', 'Data Model', 'Design and Product', 'Power BI', 'Software As A Service', 'User Experience Design', 'Data Analysis']",business analysis | business intelligence | cloud applications | interactive data visualization | application development | business development | data model | design and product | power bi | software as a service | user experience design | data analysis,"['business analysis', 'data analysis']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Introduction to Technical Support,"{"" Customer Success"","" Strategy and Operations"","" Communication"","" Customer Support"","" Information Technology""}",4.8,598.0,Beginner , 1 - 3 Months,"['Customer Success', 'Strategy and Operations', 'Communication', 'Customer Support', 'Information Technology']",customer success | strategy and operations | communication | customer support | information technology,"['strategy and operations', 'communication']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trading Strategies in Emerging Markets,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Securities Trading"","" Accounting"","" Algorithms"","" Strategy"","" Financial Accounting"","" Market Analysis"","" Business Analysis"","" Statistical Analysis"","" Strategy and Operations"","" Account Management"","" Accounts Payable and Receivable"","" General Accounting"","" Market Research"","" Performance Management"","" Cash Management"","" Correlation And Dependence"","" Critical Thinking""}",4.2,2600.0,Beginner , 3 - 6 Months,"['Finance', 'Investment Management', 'Financial Analysis', 'Securities Trading', 'Accounting', 'Algorithms', 'Strategy', 'Financial Accounting', 'Market Analysis', 'Business Analysis', 'Statistical Analysis', 'Strategy and Operations', 'Account Management', 'Accounts Payable and Receivable', 'General Accounting', 'Market Research', 'Performance Management', 'Cash Management', 'Correlation And Dependence', 'Critical Thinking']",finance | investment management | financial analysis | securities trading | accounting | algorithms | strategy | financial accounting | market analysis | business analysis | statistical analysis | strategy and operations | account management | accounts payable and receivable | general accounting | market research | performance management | cash management | correlation and dependence | critical thinking,"['finance', 'algorithms', 'strategy', 'business analysis', 'strategy and operations', 'critical thinking']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Deep Neural Networks with PyTorch,"{"" Human Learning"","" Machine Learning"","" Deep Learning"","" Python Programming"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Algorithms"","" Regression"","" Statistical Machine Learning""}",4.4,1500.0,Intermediate , 1 - 3 Months,"['Human Learning', 'Machine Learning', 'Deep Learning', 'Python Programming', 'Artificial Neural Networks', 'Machine Learning Algorithms', 'Applied Machine Learning', 'Algorithms', 'Regression', 'Statistical Machine Learning']",human learning | machine learning | deep learning | python programming | artificial neural networks | machine learning algorithms | applied machine learning | algorithms | regression | statistical machine learning,"['human learning', 'machine learning', 'python programming', 'machine learning algorithms', 'algorithms']",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版,"{"" Google Cloud Platform"","" Data Management"","" Databases"","" Big Data"","" Computer Networking"","" Cloud Computing"","" SQL"","" Machine Learning"","" Cloud Platforms"","" Data Warehousing"","" Cloud Storage"","" Machine Learning Software"","" Data Analysis Software"","" Tensorflow""}",4.4,295.0,Intermediate , 3 - 6 Months,"['Google Cloud Platform', 'Data Management', 'Databases', 'Big Data', 'Computer Networking', 'Cloud Computing', 'SQL', 'Machine Learning', 'Cloud Platforms', 'Data Warehousing', 'Cloud Storage', 'Machine Learning Software', 'Data Analysis Software', 'Tensorflow']",google cloud platform | data management | databases | big data | computer networking | cloud computing | sql | machine learning | cloud platforms | data warehousing | cloud storage | machine learning software | data analysis software | tensorflow,"['data management', 'cloud computing', 'sql', 'machine learning']",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Data Engineering, Big Data and ML on Google Cloud 日本語版","{"" Google Cloud Platform"","" Computer Networking"","" Data Management"","" Databases"","" Big Data"","" Cloud Computing"","" SQL"","" Cloud Platforms"","" Machine Learning"","" Cloud Storage"","" Data Warehousing"","" Machine Learning Software"","" Data Analysis Software"","" Tensorflow""}",4.4,288.0,Intermediate , 3 - 6 Months,"['Google Cloud Platform', 'Computer Networking', 'Data Management', 'Databases', 'Big Data', 'Cloud Computing', 'SQL', 'Cloud Platforms', 'Machine Learning', 'Cloud Storage', 'Data Warehousing', 'Machine Learning Software', 'Data Analysis Software', 'Tensorflow']",google cloud platform | computer networking | data management | databases | big data | cloud computing | sql | cloud platforms | machine learning | cloud storage | data warehousing | machine learning software | data analysis software | tensorflow,"['data management', 'cloud computing', 'sql', 'machine learning']",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Executive Data Science,"{"" Data Analysis"","" Exploratory Data Analysis"","" Probability & Statistics"","" Data Management"","" Critical Thinking"","" General Statistics"","" Leadership and Management"","" Data Model"","" Decision Making"","" Experiment"","" Statistical Analysis"","" Data Analysis Software"","" Machine Learning"","" Correlation And Dependence"","" Machine Learning Algorithms"","" Statistical Tests"","" Strategy and Operations"","" Human Resources"","" Talent Management"","" Communication"","" Human Learning"","" Organizational Development"","" People Management""}",4.5,10800.0,Beginner , 1 - 3 Months,"['Data Analysis', 'Exploratory Data Analysis', 'Probability & Statistics', 'Data Management', 'Critical Thinking', 'General Statistics', 'Leadership and Management', 'Data Model', 'Decision Making', 'Experiment', 'Statistical Analysis', 'Data Analysis Software', 'Machine Learning', 'Correlation And Dependence', 'Machine Learning Algorithms', 'Statistical Tests', 'Strategy and Operations', 'Human Resources', 'Talent Management', 'Communication', 'Human Learning', 'Organizational Development', 'People Management']",data analysis | exploratory data analysis | probability & statistics | data management | critical thinking | general statistics | leadership and management | data model | decision making | experiment | statistical analysis | data analysis software | machine learning | correlation and dependence | machine learning algorithms | statistical tests | strategy and operations | human resources | talent management | communication | human learning | organizational development | people management,"['data analysis', 'probability & statistics', 'data management', 'critical thinking', 'leadership and management', 'decision making', 'machine learning', 'machine learning algorithms', 'strategy and operations', 'communication', 'human learning']",0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
Social Work Practice: Advocating Social Justice and Change,"{"" Communication""}",4.8,347.0,Beginner , 1 - 4 Weeks,['Communication'],communication,['communication'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accounting: Principles of Financial Accounting,"{"" Accounting"","" Financial Accounting"","" Finance""}",4.8,2900.0,Beginner , 1 - 4 Weeks,"['Accounting', 'Financial Accounting', 'Finance']",accounting | financial accounting | finance,['finance'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales Training for High Performing Teams,"{"" Sales"","" Strategy"","" Customer Relationship Management"","" Marketing"","" Communication"","" Leadership and Management"","" B2B Sales"","" Inside Sales"","" Prospecting and Qualification"","" Sales Systems"","" People Analysis"","" Negotiation"","" Strategy and Operations"","" Business Communication"","" Decision Making"","" Market Research"","" Business Process Management""}",4.7,956.0,Beginner , 1 - 3 Months,"['Sales', 'Strategy', 'Customer Relationship Management', 'Marketing', 'Communication', 'Leadership and Management', 'B2B Sales', 'Inside Sales', 'Prospecting and Qualification', 'Sales Systems', 'People Analysis', 'Negotiation', 'Strategy and Operations', 'Business Communication', 'Decision Making', 'Market Research', 'Business Process Management']",sales | strategy | customer relationship management | marketing | communication | leadership and management | b2b sales | inside sales | prospecting and qualification | sales systems | people analysis | negotiation | strategy and operations | business communication | decision making | market research | business process management,"['strategy', 'marketing', 'communication', 'leadership and management', 'strategy and operations', 'decision making']",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
Natural Language Processing with Sequence Models,"{"" Artificial Neural Networks"","" Deep Learning"","" Machine Learning"","" Natural Language Processing"","" Statistical Programming"","" Python Programming""}",4.5,1100.0,Intermediate , 1 - 4 Weeks,"['Artificial Neural Networks', 'Deep Learning', 'Machine Learning', 'Natural Language Processing', 'Statistical Programming', 'Python Programming']",artificial neural networks | deep learning | machine learning | natural language processing | statistical programming | python programming,"['machine learning', 'python programming']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Google IT Support (Deutsch),"{"" Computer Networking"","" Network Architecture"","" Network Model"","" Networking Hardware"","" Network Security"","" Operating Systems"","" System Security"","" Security Engineering"","" Theoretical Computer Science"","" Software Security"","" Communication"","" Computer Architecture"","" Strategy and Operations"","" Cloud Computing"","" Linux""}",4.7,187.0,Beginner , 3 - 6 Months,"['Computer Networking', 'Network Architecture', 'Network Model', 'Networking Hardware', 'Network Security', 'Operating Systems', 'System Security', 'Security Engineering', 'Theoretical Computer Science', 'Software Security', 'Communication', 'Computer Architecture', 'Strategy and Operations', 'Cloud Computing', 'Linux']",computer networking | network architecture | network model | networking hardware | network security | operating systems | system security | security engineering | theoretical computer science | software security | communication | computer architecture | strategy and operations | cloud computing | linux,"['communication', 'strategy and operations', 'cloud computing']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Effective Programming in Scala,"{"" Computer Programming"","" Scala Programming"","" Software Testing""}",4.7,148.0,Intermediate , 1 - 3 Months,"['Computer Programming', 'Scala Programming', 'Software Testing']",computer programming | scala programming | software testing,['computer programming'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Administración de Empresas,"{"" Strategy"","" Leadership and Management"","" Marketing"","" Organizational Development"","" Planning"","" Econometrics"","" Negotiation"","" Strategy and Operations"","" Business Communication"","" Communication"","" Decision Making"","" Probability & Statistics"","" Process Analysis"","" Adaptability"","" Business Intelligence"","" Collaboration"","" Persona Research"","" Probability Distribution"","" Accounting"","" Calculus"","" Change Management"","" Human Resources"","" Innovation"","" Marketing Management"","" Project Management"","" Account Management"","" General Statistics"","" Marketing Design"","" Behavioral Economics"","" Business Process Management"","" Customer Analysis"","" Finance"","" User Experience Design"","" Business"","" Professional Development""}",4.8,1600.0,Beginner , 3 - 6 Months,"['Strategy', 'Leadership and Management', 'Marketing', 'Organizational Development', 'Planning', 'Econometrics', 'Negotiation', 'Strategy and Operations', 'Business Communication', 'Communication', 'Decision Making', 'Probability & Statistics', 'Process Analysis', 'Adaptability', 'Business Intelligence', 'Collaboration', 'Persona Research', 'Probability Distribution', 'Accounting', 'Calculus', 'Change Management', 'Human Resources', 'Innovation', 'Marketing Management', 'Project Management', 'Account Management', 'General Statistics', 'Marketing Design', 'Behavioral Economics', 'Business Process Management', 'Customer Analysis', 'Finance', 'User Experience Design', 'Business', 'Professional Development']",strategy | leadership and management | marketing | organizational development | planning | econometrics | negotiation | strategy and operations | business communication | communication | decision making | probability & statistics | process analysis | adaptability | business intelligence | collaboration | persona research | probability distribution | accounting | calculus | change management | human resources | innovation | marketing management | project management | account management | general statistics | marketing design | behavioral economics | business process management | customer analysis | finance | user experience design | business | professional development,"['strategy', 'leadership and management', 'marketing', 'planning', 'strategy and operations', 'communication', 'decision making', 'probability & statistics', 'project management', 'finance']",0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0
Getting Started with AI using IBM Watson,"{"" Cloud Computing"","" Human Computer Interaction"","" Human Learning"","" IBM Cloud"","" Machine Learning"","" Natural Language Processing"","" Artificial Neural Networks"","" Deep Learning"","" Machine Learning Algorithms"","" Cloud API""}",4.5,2800.0,Beginner , 1 - 4 Weeks,"['Cloud Computing', 'Human Computer Interaction', 'Human Learning', 'IBM Cloud', 'Machine Learning', 'Natural Language Processing', 'Artificial Neural Networks', 'Deep Learning', 'Machine Learning Algorithms', 'Cloud API']",cloud computing | human computer interaction | human learning | ibm cloud | machine learning | natural language processing | artificial neural networks | deep learning | machine learning algorithms | cloud api,"['cloud computing', 'human learning', 'machine learning', 'machine learning algorithms']",0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"FinTech: Foundations, Payments, and Regulations","{"" FinTech"","" Finance"","" Behavioral Economics"","" BlockChain"","" Financial Analysis"","" Financial Management"","" Market Research"","" Payments"","" Risk Management"","" Cash Management""}",4.6,2300.0,Beginner , 1 - 4 Weeks,"['FinTech', 'Finance', 'Behavioral Economics', 'BlockChain', 'Financial Analysis', 'Financial Management', 'Market Research', 'Payments', 'Risk Management', 'Cash Management']",fintech | finance | behavioral economics | blockchain | financial analysis | financial management | market research | payments | risk management | cash management,"['finance', 'risk management']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Visualization & Dashboarding with R,"{"" Data Visualization"","" R Programming"","" Statistical Programming"","" Data Analysis"","" Data Visualization Software"","" Computer Programming"","" Data Structures"","" Exploratory Data Analysis"","" Programming Principles"","" Statistical Visualization""}",4.8,354.0,Beginner , 3 - 6 Months,"['Data Visualization', 'R Programming', 'Statistical Programming', 'Data Analysis', 'Data Visualization Software', 'Computer Programming', 'Data Structures', 'Exploratory Data Analysis', 'Programming Principles', 'Statistical Visualization']",data visualization | r programming | statistical programming | data analysis | data visualization software | computer programming | data structures | exploratory data analysis | programming principles | statistical visualization,"['data analysis', 'computer programming']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mindfulness and Well-being,"{"" Emotional Intelligence""}",4.8,973.0,Beginner , 3 - 6 Months,['Emotional Intelligence'],emotional intelligence,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing with TikTok,"{"" Marketing"","" Social Media"","" Digital Marketing"","" Media Strategy & Planning"","" Advertising Sales"","" Media Production"","" E-Commerce"","" Sales"","" Strategy"","" Market Analysis""}",4.7,91.0,Beginner , 1 - 3 Months,"['Marketing', 'Social Media', 'Digital Marketing', 'Media Strategy & Planning', 'Advertising Sales', 'Media Production', 'E-Commerce', 'Sales', 'Strategy', 'Market Analysis']",marketing | social media | digital marketing | media strategy & planning | advertising sales | media production | e-commerce | sales | strategy | market analysis,"['marketing', 'strategy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Business Model Innovation,"{"" Business Design"","" Entrepreneurship"","" Strategy"","" Strategy and Operations"","" Innovation"","" Leadership and Management"","" Marketing"","" Business Analysis"","" Research and Design"","" Sales""}",4.8,532.0,Mixed , 1 - 3 Months,"['Business Design', 'Entrepreneurship', 'Strategy', 'Strategy and Operations', 'Innovation', 'Leadership and Management', 'Marketing', 'Business Analysis', 'Research and Design', 'Sales']",business design | entrepreneurship | strategy | strategy and operations | innovation | leadership and management | marketing | business analysis | research and design | sales,"['strategy', 'strategy and operations', 'leadership and management', 'marketing', 'business analysis']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
