course_title,rating,review_count,skills_list,platform,level,duration,skills_text,internet of things,microsoft excel,python programming,securities trading,google app engine,microsoft azure,javascript,java programming,basic descriptive statistics,database application,financial analysis,financial accounting,financial management,c programming language family,cloud api,sql,power bi,natural language processing,html and css,react,game theory,google cloud platform,software testing,application development,website
LinkedIn Basics for Freelancers | Master Your Profile,4.4,873.0,"['cloud clients', 'network model', 'network architecture', 'network security', 'bayesian network', 'network analysis']",udemy,1,1.0,cloud clients | network model | network architecture | network security | bayesian network | network analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Master DAX fundamentals : Power BI, Power Pivot & SSAS",3.8,872.0,"['internet of things', 'power bi', 'amazon web services']",udemy,1,3.0,internet of things | power bi | amazon web services,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Crowdfunding Launch Formula For Kickstarter & Indiegogo 2017,3.7,868.0,['customer success'],udemy,0,2.0,customer success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrum Master,4.7,868.0,['scrum'],udemy,0,4.0,scrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Business Plan : Outlines , Templates & Case Study",4.5,866.0,"['computational thinking', 'critical thinking']",udemy,0,6.0,computational thinking | critical thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete REIT Investing Course (Updated 2023),4.3,865.0,"['system programming', 'system security', 'investment management', 'system software']",udemy,0,9.0,system programming | system security | investment management | system software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Psychology Of The Ultimate Entrepreneur,4.6,868.0,['internet of things'],udemy,0,3.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Decision Trees, Random Forests, AdaBoost & XGBoost in Python",4.1,863.0,"['python programming', 'decision making']",udemy,0,7.5,python programming | decision making,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrum Crash Course: Scrum Essentials and Scrum Fundamentals,4.4,863.0,"['scrum', 'agile software development']",udemy,1,1.0,scrum | agile software development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Becoming an Outstanding Product Owner,4.5,860.0,['internet of things'],udemy,2,4.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Negotiation skills - The Complete Guide,4.5,862.0,"['negotiation', 'internet of things']",udemy,0,1.5,negotiation | internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Your Personal Brand Like a Marketing Pro,4.6,858.0,"['internet of things', 'brand management']",udemy,0,1.5,internet of things | brand management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Steps to Future Procurement: become Procurement expert!,4.6,853.0,['procurement'],udemy,2,8.0,procurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Certified Network Marketer (Network Marketing & MLM Mastery),4.6,853.0,"['customer success', 'network model', 'network architecture', 'network security', 'bayesian network', 'network analysis']",udemy,0,4.0,customer success | network model | network architecture | network security | bayesian network | network analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supply Chain Operations Metrics and KPI's,4.3,853.0,"['performance management', 'supply chain systems', 'supply chain and logistics']",udemy,0,3.5,performance management | supply chain systems | supply chain and logistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT for recruiters and talent management professionals,4.4,854.0,['recruitment'],udemy,1,2.5,recruitment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Communication Skills - 7 Communication Courses In 1,4.6,854.0,"['emotional intelligence', 'business intelligence', 'negotiation', 'communication', 'business communication', 'natural language processing', 'c programming language family']",udemy,0,10.0,emotional intelligence | business intelligence | negotiation | communication | business communication | natural language processing | c programming language family,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Certified Electronic Health Records Specialist,4.4,852.0,"['information technology', 'health']",udemy,1,7.0,information technology | health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISO 9001:2015 Quality Management Systems Lead Auditor Course,4.3,851.0,['audit'],udemy,0,2.0,audit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Work From Home: Sell Wholesale Products Using Amazon FBA,3.9,849.0,"['cross platform development', 'google cloud platform', 'amazon web services']",udemy,0,2.0,cross platform development | google cloud platform | amazon web services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Introduction to Hiring and Recruiting Strategy,4.6,845.0,"['people development', 'people analysis', 'people management']",udemy,1,1.0,people development | people analysis | people management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Give Feedback to Poor Performing or Difficult People,4.5,844.0,"['employee relations', 'performance management']",udemy,0,1.5,employee relations | performance management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decision-Making for Business,4.3,843.0,"['decision making', 'performance management']",udemy,1,1.5,decision making | performance management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Workforce Analytics for HR,4.5,844.0,"['user experience', 'user experience design', 'internet of things', 'financial accounting', 'hr tech', 'financial management', 'financial analysis']",udemy,1,3.0,user experience | user experience design | internet of things | financial accounting | hr tech | financial management | financial analysis,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Change Management: Leading Agile Systems Change Management,4.5,843.0,"['system programming', 'system software', 'culture', 'system security', 'change management']",udemy,0,10.0,system programming | system software | culture | system security | change management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tableau Prep for Business Intelligence,4.6,836.0,['tableau software'],udemy,0,5.5,tableau software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Email Writing: Business Communication Skills,4.5,839.0,"['business communication', 'communication']",udemy,0,4.5,business communication | communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Risk Management Certification Program (PMI-RMP) (PMBOK7),4.3,836.0,['risk management'],udemy,2,8.0,risk management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Tableau - Level of Detail Expressions / LOD,4.4,835.0,['tableau software'],udemy,2,6.0,tableau software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creating Personal Success,4.5,835.0,"['resilience', 'customer success']",udemy,0,38.0,resilience | customer success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales Skills Mastery 1:  Sales Training For Beginners,4.5,834.0,"['strategy and operations', 'product strategy', 'strategy', 'security strategy', 'media strategy & planning']",udemy,1,5.0,strategy and operations | product strategy | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Operations Management: Supply Chains, Products and Services",4.4,833.0,"['supply chain systems', 'supply chain and logistics']",udemy,0,3.0,supply chain systems | supply chain and logistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voice Training: Discover Your Confident and Powerful Voice,4.6,829.0,['power bi'],udemy,0,2.0,power bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Entrepreneurship: 60 Day Startup Launch Blueprint,4.5,823.0,['entrepreneurship'],udemy,1,4.0,entrepreneurship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agile Business Analysis (IIBA®-AAC endorsed),4.5,820.0,['agile software development'],udemy,1,5.5,agile software development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU GDPR: Employee Awareness Training Certificate 2023,4.5,817.0,['internet of things'],udemy,0,1.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agile Scrum Advanced Software Development+Program Management,4.5,817.0,"['internet of things', 'scrum']",udemy,0,1.0,internet of things | scrum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"How to Lead with Ease & Be a Successful CEO, Leader, Manager",4.3,817.0,"['leadership development', 'performance management', 'leadership and management', 'agile software development']",udemy,0,3.0,leadership development | performance management | leadership and management | agile software development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science for Business Leaders: ML Fundamentals,4.6,814.0,"['machine learning', 'applied machine learning', 'machine learning software', 'statistical machine learning', 'machine learning algorithms']",udemy,0,8.5,machine learning | applied machine learning | machine learning software | statistical machine learning | machine learning algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrivener 3 | Full Course on How to Use Scrivener 3 for Mac,4.8,811.0,"['internet of things', 'writing']",udemy,0,7.0,internet of things | writing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Process Optimization for Management Consultants & Analysts,4.5,808.0,['internet of things'],udemy,2,4.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Communication Skills for the Global Workplace,4.7,808.0,"['business communication', 'communication']",udemy,2,6.0,business communication | communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Integrated Management. ISO 9001 & ISO 14001 & ISO 45001,4.5,807.0,"['audit', 'system programming', 'system security', 'system software']",udemy,0,2.5,audit | system programming | system security | system software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn 47 Different Ways to Make Money Online!,4.4,806.0,"['strategy and operations', 'product strategy', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,3.0,strategy and operations | product strategy | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WordPress for eCommerce: Build online stores with WordPress,4.7,805.0,['wordpress'],udemy,0,10.5,wordpress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medical Device Regulation 2017/745 EU regulatory affairs.,4.2,805.0,"['internet of things', 'regulations and compliance', 'market research', 'market analysis']",udemy,0,5.5,internet of things | regulations and compliance | market research | market analysis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Management Coaching: Coaching Employees for High Performance,4.5,800.0,"['business communication', 'employee relations', 'performance management', 'communication']",udemy,0,9.5,business communication | employee relations | performance management | communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payment Risk 101,4.3,797.0,['risk management'],udemy,0,3.5,risk management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Property Management 101,4.3,798.0,['internet of things'],udemy,1,1.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shopify MASTERCLASS: How to Build a Successful Store [2023],4.7,798.0,['retail store operations'],udemy,0,7.0,retail store operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Started with Business Networking Basics in One Hour,4.4,790.0,"['computer networking', 'software-defined networking', 'networking hardware']",udemy,1,1.5,computer networking | software-defined networking | networking hardware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change Management: Design Successful Organizational Change,3.5,786.0,"['people development', 'behavioral economics', 'people management', 'people analysis', 'change management']",udemy,0,1.5,people development | behavioral economics | people management | people analysis | change management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make Money From Home: 12 EASY Options to Make Money Now,3.2,780.0,"['people development', 'people analysis', 'people management']",udemy,0,2.5,people development | people analysis | people management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Sigma Black Belt: Certified QFD Specialist (Accredited),4.5,779.0,"['customer relationship management', 'customer success', 'customer analysis', 'customer support']",udemy,1,1.0,customer relationship management | customer success | customer analysis | customer support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Management A-Z: Excel as a PM & Build great Products,4.6,775.0,['hr tech'],udemy,0,5.0,hr tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Management+Agile Requirements using Product Backlog,4.2,773.0,"['user experience design', 'scrum', 'user experience', 'user research']",udemy,0,1.5,user experience design | scrum | user experience | user research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Complete Beginner's Guide to Industry 4.0,4.5,784.0,['digital marketing'],udemy,1,27.0,digital marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotfire - The Complete TIBCO Spotfire Course,4.5,769.0,['internet of things'],udemy,1,3.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How To Start Your Own Digital Marketing Agency,4.0,767.0,['digital marketing'],udemy,0,10.0,digital marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leadership: New Manager Training for Technical Professionals,4.1,766.0,['technical product management'],udemy,0,5.5,technical product management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Customer Success | Profit from the Power of Your Customers,4.4,766.0,"['customer relationship management', 'customer success', 'customer analysis', 'customer support']",udemy,0,3.5,customer relationship management | customer success | customer analysis | customer support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISO 19011:2018. Management system auditor training,4.6,765.0,"['system programming', 'system security', 'system software']",udemy,0,2.5,system programming | system security | system software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analysis Foundations: Learn All The Essentials,4.4,767.0,['internet of things'],udemy,0,4.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human Resources (HR) as a Business Partner,4.3,763.0,"['human resources', 'human learning', 'human resources operations', 'human computer interaction', 'information technology', 'human factors']",udemy,2,1.0,human resources | human learning | human resources operations | human computer interaction | information technology | human factors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piping Design Engineering & Piping Isometrics Masterclass,4.6,764.0,"['system programming', 'system security', 'system software']",udemy,1,10.0,system programming | system security | system software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazon FBA Canada: Your Complete Canadian Guide To Profits,4.6,760.0,"['user experience design', 'user experience', 'amazon web services']",udemy,0,8.0,user experience design | user experience | amazon web services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Cold Email Course 2023 - B2B Lead Generation,4.7,757.0,['b2b sales'],udemy,0,5.5,b2b sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastering Video Conferencing,4.9,757.0,['video'],udemy,0,1.0,video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Technical Writing: Advance Your Writing Skills,4.5,756.0,"['internet of things', 'writing', 'technical product management']",udemy,1,17.0,internet of things | writing | technical product management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiverr: Freelance on Fiverr & Become a Top Rated Seller,4.5,755.0,['internet of things'],udemy,0,2.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Clinical Practice ICH GCP for Clinical Research,4.5,755.0,['clinical data management'],udemy,1,3.0,clinical data management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Operations Management Training Program,4.1,754.0,['operational analysis'],udemy,2,14.0,operational analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warehouse Management -Advanced Strategies and Best Practices,4.4,755.0,"['warehouse management', 'strategy and operations', 'product strategy', 'internet of things', 'strategy', 'security strategy', 'leadership development', 'media strategy & planning', 'leadership and management']",udemy,4,1.0,warehouse management | strategy and operations | product strategy | internet of things | strategy | security strategy | leadership development | media strategy & planning | leadership and management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainability Reporting with GRI Standards,4.2,756.0,['cloud standards'],udemy,1,2.5,cloud standards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Sales Skills Master Class - Sales Marketing B2B,4.5,752.0,"['b2b sales', 'strategy and operations', 'product strategy', 'social media', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,30.5,b2b sales | strategy and operations | product strategy | social media | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline Operations: Flight Planning and Flight Dispatch,4.2,752.0,"['internet of things', 'operational analysis']",udemy,0,2.5,internet of things | operational analysis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Practical Regulatory Affairs 2020 - US FDA Medical Devices,4.4,750.0,['regulations and compliance'],udemy,1,1.5,regulations and compliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coaching skills for managers,4.2,749.0,"['leadership development', 'leadership and management']",udemy,0,42.0,leadership development | leadership and management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Business Lead Generation & Cold Email | B2B & B2C,4.5,750.0,"['small data', 'computer networking', 'software-defined networking', 'networking hardware']",udemy,1,13.5,small data | computer networking | software-defined networking | networking hardware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FinTech - Digital Payments (Card & POS) Tools and Strategies,4.2,747.0,"['internet of things', 'payments', 'banking', 'digital marketing']",udemy,0,3.0,internet of things | payments | banking | digital marketing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agile Scrum Master in one Hour,4.4,754.0,"['scrum', 'agile software development']",udemy,1,1.0,scrum | agile software development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branding You™: How to Build Your Multimedia Internet Empire,4.3,746.0,"['other cloud platforms and tools', 'cloud platforms']",udemy,0,4.0,other cloud platforms and tools | cloud platforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Speaking Skills:  Give a Great Informational Speech,4.4,747.0,"['public relations', 'information technology']",udemy,0,2.0,public relations | information technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Prepare For PMI-ACP Certification,4.6,745.0,"['transform', 'agile software development']",udemy,2,3.0,transform | agile software development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analytics: Intro to SQL using Healthcare Data,4.7,745.0,"['microsoft azure', 'sql', 'microsoft excel']",udemy,0,11.5,microsoft azure | sql | microsoft excel,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Non-Technical Person's guide to building products & apps,4.8,745.0,['google app engine'],udemy,0,22.5,google app engine,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contracts Management in Construction Projects,3.7,745.0,"['database administration', 'contract management']",udemy,0,1.5,database administration | contract management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wholesale Real Estate Contracts: Flip Houses Risk Free,4.5,744.0,['internet of things'],udemy,0,1.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Online Business Masterclass: Sell Your Own Digital Products,4.7,746.0,"['market research', 'digital marketing', 'market analysis']",udemy,1,24.5,market research | digital marketing | market analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Day Business Administration for Growth Hack,4.3,742.0,"['human resources', 'human learning', 'strategy and operations', 'product strategy', 'entrepreneurship', 'human computer interaction', 'human resources operations', 'finance', 'strategy', 'security strategy', 'human factors', 'media strategy & planning', 'entrepreneurial finance']",udemy,1,9.0,human resources | human learning | strategy and operations | product strategy | entrepreneurship | human computer interaction | human resources operations | finance | strategy | security strategy | human factors | media strategy & planning | entrepreneurial finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wedding planner MBA: the complete how to start 4-in-1 course,4.6,740.0,['internet of things'],udemy,1,7.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build a highly converting Shopify dropshipping store,4.1,740.0,['retail store operations'],udemy,0,5.0,retail store operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analysis Masterclass (5 courses in 1),4.2,739.0,"['tableau software', 'python programming', 'sql', 'microsoft excel']",udemy,0,23.0,tableau software | python programming | sql | microsoft excel,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Simplified Magento 2: Video Course - From Beginner To Expert,4.0,738.0,['cloud api'],udemy,0,12.5,cloud api,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Power BI Financial Reporting & Financial Analysis: A to Z,4.6,737.0,"['microsoft azure', 'financial accounting', 'microsoft excel', 'financial management', 'power bi', 'financial analysis']",udemy,0,13.0,microsoft azure | financial accounting | microsoft excel | financial management | power bi | financial analysis,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Mastering QlikView Set Analysis,4.6,737.0,['deep learning'],udemy,0,5.5,deep learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Business Writing Masterclass,4.2,737.0,"['business communication', 'writing', 'communication']",udemy,0,10.0,business communication | writing | communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crack Cold Emailing to Increase Sales and Grow Your Business,3.6,735.0,"['network model', 'network architecture', 'network security', 'bayesian network', 'network analysis']",udemy,0,6.5,network model | network architecture | network security | bayesian network | network analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk Management using Failure Modes Effects Analysis (Ed-2),4.4,735.0,"['banking', 'risk management']",udemy,0,2.5,banking | risk management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change Management Communication: How to Make Change Stick,4.3,734.0,['change management'],udemy,2,1.5,change management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Public Speaking Certification Program (Part 2),4.3,732.0,"['public relations', 'system programming', 'system security', 'system software']",udemy,0,4.5,public relations | system programming | system security | system software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete Agile Scrum Management: Scrum Master,4.5,732.0,"['scrum', 'agile software development']",udemy,0,2.0,scrum | agile software development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Generate passive incomes: Create low content books on Amazon,4.6,731.0,"['financial management', 'financial accounting', 'financial analysis', 'amazon web services']",udemy,0,2.5,financial management | financial accounting | financial analysis | amazon web services,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Body Language in Business: Gain Confidence & Read Others,4.5,730.0,"['leadership development', 'natural language processing', 'leadership and management', 'c programming language family']",udemy,0,2.5,leadership development | natural language processing | leadership and management | c programming language family,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Social Media for Healthcare Providers,4.8,665.0,"['media production', 'regulations and compliance', 'social media', 'health', 'media strategy & planning']",udemy,0,37.0,media production | regulations and compliance | social media | health | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Write Magnetic Emails: Your Superpower at Work + in Business,4.7,730.0,['writing'],udemy,0,1.5,writing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control Excel with Python & OpenPyXL,4.3,727.0,"['user experience', 'user research', 'user experience design', 'microsoft excel', 'python programming', 'power bi']",udemy,2,3.0,user experience | user research | user experience design | microsoft excel | python programming | power bi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Entrepreneurship - Ft. Matthew Rolnick of Yaymaker, Groupon",4.8,726.0,['entrepreneurship'],udemy,1,1.5,entrepreneurship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Certified Manager of Quality Training,4.6,724.0,"['organizational development', 'internet of things']",udemy,4,23.5,organizational development | internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Power BI - Beginner to Pro,4.5,735.0,"['internet of things', 'power bi', 'microsoft azure', 'microsoft excel']",udemy,0,7.5,internet of things | power bi | microsoft azure | microsoft excel,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Customer Service: 6 Keys To Exceptional Customer Service,4.5,731.0,"['customer relationship management', 'customer success', 'customer analysis', 'customer support']",udemy,0,2.0,customer relationship management | customer success | customer analysis | customer support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Churn, CLV, MRR, CAC, NPS... - 20 SaaS metrics you must know",4.4,721.0,"['internet of things', 'performance management']",udemy,1,1.5,internet of things | performance management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leadership Become a better leader,4.6,721.0,"['communication', 'internet of things', 'business communication', 'leadership development', 'leadership and management']",udemy,0,2.0,communication | internet of things | business communication | leadership development | leadership and management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
