course_title,skills,rating,review_count,level,duration
Practical Guide to Trading,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Securities Trading"","" Financial Management"","" Market Analysis"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Accounting"","" Data Analysis"","" Securities Sales"","" Taxes""}",4.4,485.0,Beginner , 3 - 6 Months
Meta AR Developer,"{"" Javascript""}",4.6,84.0,Intermediate , 3 - 6 Months
Health Informatics,"{"" Leadership and Management"","" Data Analysis"","" Data Management"","" Clinical Data Management"","" Decision Making"","" Systems Design"","" Data Model"","" Data Structures"","" Databases"","" User Experience"","" Change Management"","" Critical Thinking"","" Human Computer Interaction"","" Big Data"","" Data Analysis Software"","" Database Design"","" Database Theory"","" Process Analysis"","" Project Management"","" Data Science"","" Health""}",4.4,746.0,Beginner , 3 - 6 Months
PostgreSQL for Everybody,"{"" SQL"","" Databases"","" Database Design"","" PostgreSQL"","" Database Application"","" Data Management"","" Database Theory"","" Data Structures"","" Python Programming"","" Data Architecture"","" NoSQL"","" Data Model"","" Natural Language Processing""}",4.7,1000.0,Intermediate , 3 - 6 Months
Introduction to Software Engineering,"{"" Software Engineering"","" Computer Programming"","" Software Engineering Tools"","" Application Development"","" Programming Principles"","" Software Architecture"","" Agile Software Development"","" Communication"","" Product Management"","" Software-Defined Networking"","" Python Programming""}",4.7,581.0,Beginner , 1 - 3 Months
Positive Psychiatry and Mental Health,"{"" Resilience""}",4.8,3400.0,Mixed , 1 - 3 Months
Machine Learning Data Lifecycle in Production,"{"" Python Programming"","" Statistical Programming"","" Tensorflow"","" Exploratory Data Analysis"","" Feature Engineering"","" Machine Learning"","" Probability & Statistics""}",4.3,754.0,Advanced , 1 - 4 Weeks
Healthy and Sustainable Foods and Products,"{"" Product Lifecycle""}",3.9,24.0,Intermediate , 3 - 6 Months
Corporate Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Finance"","" Mergers & Acquisitions"","" Business Development""}",4.8,1900.0,Beginner , 1 - 4 Weeks
Healthcare Law,"{"" Regulations and Compliance"","" Leadership and Management"","" Innovation"","" Strategy"","" System Security"","" Critical Thinking"","" Data Management"","" Risk Management"","" Strategy and Operations"","" Research and Design""}",4.7,411.0,Intermediate , 3 - 6 Months
Financial Management,"{"" Financial Management"","" Finance"","" Financial Analysis"","" Financial Accounting"","" Leadership and Management"","" Accounting"","" Investment Management"","" Risk Management"","" Cash Management"","" Accounts Payable and Receivable"","" General Accounting"","" Management Accounting"","" Account Management"","" Corporate Accouting"","" Generally Accepted Accounting Principles (GAAP)"","" Cost Accounting"","" Decision Making"","" Market Analysis"","" Securities Trading"","" Strategy"","" Correlation And Dependence"","" Taxes"","" Mergers & Acquisitions""}",4.7,6400.0,Intermediate , 3 - 6 Months
Digital Technologies and the Future of Manufacturing,"{"" Product Management"","" Leadership and Management"","" Strategy and Operations"","" Design and Product"","" Strategy"","" Product Lifecycle"","" Feature Engineering"","" Business Process Management"","" Innovation"","" Internet Of Things"","" Operations Management"","" Technical Product Management"","" Entrepreneurship"","" Product Strategy"","" Cloud-Based Integration"","" Organizational Development""}",4.6,199.0,Beginner , 1 - 3 Months
Java FullStack Developer,"{"" Algorithms"","" Computer Programming"","" Java Programming"","" Javascript"","" Web Development""}",4.4,71.0,Intermediate , 1 - 3 Months
The Path to Insights: Data Models and Pipelines,"{"" Data Management"","" Data Model"","" Extract"","" Transform"","" Load""}",4.7,262.0,Advanced , 1 - 4 Weeks
Write Professional Emails in English,"{"" Writing"","" Business Communication"","" Professional Development""}",4.8,16700.0,Mixed , 1 - 3 Months
Game Design: Art and Concepts,"{"" Creativity"","" Storytelling"","" Writing""}",4.7,3800.0,Beginner , 3 - 6 Months
Convolutional Neural Networks in TensorFlow,"{"" Machine Learning"","" Deep Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Human Learning"","" Tensorflow"","" Python Programming"","" Machine Learning Software""}",4.7,7900.0,Intermediate , 1 - 4 Weeks
Work Smarter with Microsoft Excel,"{"" Critical Thinking"","" Data Analysis"","" Data Visualization"","" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis Software"","" Data Model"","" Databases"","" Operational Analysis"","" Visual Design""}",4.7,1500.0,Beginner , 1 - 3 Months
Managerial Accounting Fundamentals,"{"" Accounting"","" Cost Accounting"","" Leadership and Management"","" Management Accounting"","" Account Management"","" Financial Accounting"","" Budget Management"","" General Accounting"","" Finance"","" Generally Accepted Accounting Principles (GAAP)""}",4.8,721.0,Beginner , 1 - 4 Weeks
Learn Spanish: Basic Spanish Vocabulary,"{"" Communication"","" Writing"","" Culture""}",4.6,3500.0,Beginner , 3 - 6 Months
Extended Reality for Everybody,"{"" Human Computer Interaction"","" Virtual Reality"","" Computer Graphics"","" Interactive Design"","" User Experience"","" User Experience Design"","" Design and Product"","" Research and Design"","" Application Development"","" Product Development"","" Computer Programming"","" Product Design"","" Visual Design"","" Systems Design""}",4.6,423.0,Beginner , 1 - 3 Months
Data Management for Clinical Research,"{"" Clinical Data Management"","" Data Management"","" Data Structures"","" Planning"","" Critical Thinking"","" Database Administration""}",4.7,1500.0,Beginner , 1 - 3 Months
Data Analysis with R,"{"" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Data Analysis"","" Statistical Tests"","" Probability Distribution"","" R Programming"","" Statistical Programming"","" Basic Descriptive Statistics"","" Statistical Visualization"","" Bayesian Statistics"","" Exploratory Data Analysis"","" Plot (Graphics)"","" Problem Solving"","" Critical Thinking"","" Correlation And Dependence"","" Regression"","" Bayesian Network"","" Computer Programming""}",4.7,7100.0,Beginner , 3 - 6 Months
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),"{"" Computational Logic"","" Computer Architecture"","" Computer Programming"","" Hardware Design"","" Theoretical Computer Science"","" Computer Programming Tools"","" Critical Thinking"","" Problem Solving"","" Systems Design""}",4.9,3500.0,Mixed , 1 - 3 Months
Behavioral Finance,"{"" Behavioral Economics"","" Business Psychology"","" Critical Thinking"","" Decision Making"","" Finance"","" Investment Management"","" People Analysis"","" Probability & Statistics"","" Problem Solving"","" Strategy""}",4.4,3800.0,Beginner , 1 - 4 Weeks
Customer Experiences with Contact Center AI - Dialogflow CX,"{"" Machine Learning"","" Natural Language Processing"","" User Experience"","" Design and Product"","" Application Development"","" Google Cloud Platform"","" Interactive Design"","" Human Computer Interaction"","" Cloud-Based Integration"","" Machine Learning Software"","" Strategy and Operations"","" User Experience Design"","" Applied Machine Learning"","" Computer Architecture"","" Customer Relationship Management"","" Search Engine Optimization"","" Computer Programming Tools"","" Customer Success"","" Data Management"","" Operations Management""}",4.4,219.0,Beginner , 3 - 6 Months
"Introduction to Web Development with HTML, CSS, JavaScript","{"" Web Development"","" Cloud Applications"","" Javascript""}",4.6,1700.0,Beginner , 1 - 3 Months
Organizational Leadership,"{"" Leadership and Management"","" Communication"","" Leadership Development"","" Strategy and Operations"","" Critical Thinking"","" Decision Making"","" Strategy"","" Business Psychology"","" Collaboration"","" People Analysis"","" People Development"","" Performance Management"","" Influencing"","" Organizational Development"","" Change Management"","" Employee Relations"","" Negotiation"","" Marketing"","" Innovation"","" Storytelling""}",4.7,4500.0,Intermediate , 3 - 6 Months
Introduction to Psychology,"{""(4.9k reviews)""}",4.9,4900.0,Mixed , 1 - 3 Months
Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,"{"" Computer Graphics"","" Computer Graphic Techniques"","" Design and Product"","" Feature Engineering"","" Research and Design"","" Software Architecture"","" Software Engineering"","" User Experience Design"","" Visualization (Computer Graphics)""}",4.7,2500.0,Advanced , 1 - 4 Weeks
Investment and Portfolio Management,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Behavioral Economics"","" Probability & Statistics"","" Market Analysis"","" Mathematics"","" Statistical Tests"","" Business Psychology"","" Correlation And Dependence"","" Mathematical Theory & Analysis""}",4.5,2400.0,Beginner , 3 - 6 Months
Viral Marketing and How to Craft Contagious Content,"{"" Brand Management"","" Communication"","" Critical Thinking"","" Influencing"","" Marketing"","" Media Strategy & Planning"","" People Analysis"","" Social Media"","" Strategy"","" Market Analysis""}",4.8,5100.0,Mixed , 1 - 4 Weeks
"Aspectos básicos: Datos, datos, en todas partes","{"" Data Analysis"","" Databases"","" Business Analysis"","" Data Management"","" Exploratory Data Analysis"","" Process Analysis"","" Data Analysis Software"","" Data Structures"","" SQL"","" Spreadsheet Software"","" Strategy"","" Microsoft Excel""}",4.8,4900.0,Beginner , 1 - 3 Months
Project Planning,"{"" Leadership and Management"","" Planning""}",4.8,167.0,Beginner , 1 - 3 Months
"Make the Sale: Build, Launch, and Manage E-commerce Stores","{"" E-Commerce"","" Sales"","" Advertising"","" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Strategy""}",4.8,909.0,Beginner , 1 - 4 Weeks
"AI, Business & the Future of Work","{"" Leadership and Management"","" Strategy"","" Algorithms"","" Human Computer Interaction"","" Human Resources"","" Machine Learning"","" Machine Learning Algorithms"","" Business Process Management"","" Human Learning"","" Organizational Development""}",4.7,269.0,Beginner , 1 - 4 Weeks
Climate Change and Sustainable Investing,"{"" Finance"","" Investment Management"","" Risk Management"","" Leadership and Management"","" Financial Analysis"","" Banking"","" Financial Accounting""}",4.7,281.0,Beginner , 3 - 6 Months
Go Beyond the Numbers: Translate Data into Insights,"{"" Data Analysis"","" Exploratory Data Analysis"","" Python Programming"","" Tableau Software""}",4.7,310.0,Advanced , 1 - 3 Months
"Modern Robotics:  Mechanics, Planning, and Control","{"" Mathematics"","" Linear Algebra"","" Algebra"","" Geometry"","" Computer Programming"","" Mathematical Theory & Analysis"","" Computer Programming Tools"","" Matlab"","" Python Programming"","" Algorithms"","" Critical Thinking"","" Problem Solving"","" Differential Equations"","" Graph Theory"","" Spatial Analysis"","" Planning"","" Supply Chain and Logistics""}",4.7,1000.0,Intermediate , 3 - 6 Months
Epidemiology in Public Health Practice,"{"" Epidemiology"","" Data Analysis"","" Data Visualization"","" Problem Solving"","" Estimation""}",4.7,4200.0,Beginner , 3 - 6 Months
Introduction to Large Language Models,"{""(168 reviews)""}",4.2,168.0,Beginner , 1 - 4 Weeks
Excel to MySQL: Analytic Techniques for Business,"{"" Business Analysis"","" Data Analysis"","" Data Model"","" Spreadsheet Software"","" Statistical Analysis"","" Exploratory Data Analysis"","" Probability & Statistics"","" Data Analysis Software"","" Financial Analysis"","" General Statistics"","" Mathematics"","" Data Management"","" Mathematical Theory & Analysis"","" Regression"","" Databases"","" Problem Solving"","" Statistical Tests"","" Big Data"","" Data Structures"","" SQL"","" Microsoft Excel"","" Data Visualization Software"","" Database Theory"","" Extract"","" Transform"","" Load"","" Linear Algebra"","" Cost Accounting"","" Tableau Software"","" Data Visualization""}",4.6,15100.0,Beginner , 3 - 6 Months
Site Reliability Engineering: Measuring and Managing Reliability,"{"" DevOps"","" Software Engineering"","" Strategy and Operations"","" Decision Making"","" Leadership and Management"","" Operational Analysis"","" Performance Management"","" User Experience"","" Problem Solving"","" Cloud Engineering""}",4.5,861.0,Intermediate , 1 - 3 Months
Emotional Intelligence: Cultivating Immensely Human Interactions,"{"" Communication"","" Emotional Intelligence"","" Leadership and Management""}",4.7,240.0,Intermediate , 1 - 4 Weeks
Learn English: Beginning Grammar,"{"" Writing"","" Communication""}",4.9,3000.0,Beginner , 1 - 3 Months
"Songwriting: Writing, Arranging, and Producing Music","{"" Writing""}",4.8,2000.0,Beginner , 3 - 6 Months
Google Cloud Fundamentals: Core Infrastructure,"{"" Cloud Applications"","" Cloud Computing"","" Google Cloud Platform"","" Cloud Engineering"","" Cloud Infrastructure"","" Cloud Platforms"","" Other Cloud Platforms and Tools"","" Cloud Management"","" Cloud Storage"","" Cloud-Based Integration"","" Google App Engine"","" Kubernetes""}",4.7,47400.0,Beginner , 1 - 3 Months
Optical Engineering,"{"" Systems Design"","" Algorithms""}",4.4,329.0,Advanced , 3 - 6 Months
Value Chain Management,"{"" Leadership and Management"","" Accounting"","" Management Accounting"","" Account Management"","" Cost Accounting"","" Decision Making"","" Financial Accounting"","" Financial Analysis"","" Marketing Management"","" Marketing"","" Media Strategy & Planning"","" Financial Management"","" Strategy"","" General Accounting"","" Brand Management"","" Market Research"","" Planning"","" Budget Management"","" Communication"","" Sales"","" Market Analysis"","" Probability Distribution"","" Supply Chain and Logistics"","" Business Research"","" Probability & Statistics"","" Operations Management""}",4.7,4900.0,Intermediate , 3 - 6 Months
Introductory Human Physiology,"{"" Health""}",4.8,4700.0,Beginner , 1 - 3 Months
Become an EMT,"{"" Leadership and Management"","" Communication""}",4.8,2300.0,Beginner , 3 - 6 Months
Customer Service Fundamentals,"{"" Communication"","" Customer Support"","" Leadership and Management"","" Problem Solving"","" Customer Relationship Management"","" Customer Success"","" Strategy"","" Adaptability"","" Critical Thinking"","" User Experience""}",4.8,1600.0,Beginner , 1 - 4 Weeks
"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital","{"" Finance"","" Mergers & Acquisitions"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Investment Management"","" Accounting"","" Entrepreneurship"","" Marketing"","" Strategy"","" Strategy and Operations"","" Game Theory""}",4.6,1200.0,Advanced , 1 - 3 Months
Instructional Methods in Health Professions Education,"{""(441 reviews)""}",4.7,441.0,Intermediate , 1 - 3 Months
Gamification,"{"" Game Theory"","" Critical Thinking"","" User Experience"","" Business Psychology"","" Strategy"","" User Experience Design"","" Behavioral Economics"","" Human Learning"","" Problem Solving"","" Research and Design""}",4.8,2400.0,Mixed , 1 - 3 Months
Music Education for Teachers,"{"" Writing""}",4.8,2800.0,Intermediate , 3 - 6 Months
Child Nutrition and Cooking,"{""(9.9k reviews)""}",4.8,9900.0,Beginner , 1 - 3 Months
Medical Terminology,"{"" Human Learning"","" Communication""}",4.9,401.0,Beginner , 3 - 6 Months
Fundamentals of Flight mechanics,"{"" Mathematical Theory & Analysis""}",4.7,345.0,Beginner , 3 - 6 Months
Using Public Policy for Social Change,"{"" Problem Solving""}",5.0,6.0,Beginner , 1 - 4 Weeks
Blockchain Revolution,"{"" BlockChain"","" Finance"","" FinTech"","" Innovation"","" Cryptography"","" Strategy and Operations"","" System Security"","" Distributed Computing Architecture"","" Leadership and Management"","" Contract Management"","" Entrepreneurship"","" Internet Of Things"","" Network Model"","" Network Security"","" Regulations and Compliance"","" Research and Design"","" Strategy"","" Human Resources"","" Software Security"","" Recruitment""}",4.7,2900.0,Beginner , 3 - 6 Months
Autodesk CAD/CAM/CAE for Mechanical Engineering,"{""(4.8k reviews)""}",4.8,4800.0,Intermediate , 3 - 6 Months
TensorFlow: Data and Deployment,"{"" Machine Learning"","" Applied Machine Learning"","" Deep Learning"","" Tensorflow"","" Computer Programming"","" Javascript"","" Artificial Neural Networks"","" Python Programming"","" Data Model"","" Machine Learning Algorithms"","" Machine Learning Software"","" Mobile Development"","" Web Development"","" Computer Vision"","" Mobile Development Tools"","" Extract"","" Transform"","" Load"","" Human Learning"","" Network Model"","" iOS Development""}",4.6,1400.0,Intermediate , 3 - 6 Months
Exploratory Data Analysis for Machine Learning,"{"" Data Analysis"","" Exploratory Data Analysis"","" Machine Learning"","" Statistical Machine Learning"","" Feature Engineering"","" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Algorithms"","" Data Structures""}",4.6,1400.0,Intermediate , 1 - 3 Months
Programming in C++: A Hands-on Introduction,"{"" Computer Programming"","" Computer Science"","" Problem Solving""}",4.6,921.0,Beginner , 3 - 6 Months
Introduction to Corporate Finance,"{"" Accounting"","" Budget Management"","" Finance"","" General Accounting"","" Business Analysis"","" Data Analysis"","" Decision Making"","" Entrepreneurship"","" Mathematical Theory & Analysis"","" Strategy and Operations""}",4.6,5800.0,Mixed , 1 - 4 Weeks
Agile Leadership,"{"" Leadership and Management"","" Business Psychology"","" Entrepreneurship"","" Communication"","" Strategy and Operations"","" Leadership Development"","" Change Management"","" Organizational Development"","" Project Management"","" Adaptability"","" Collaboration"","" Emotional Intelligence"","" Human Resources"","" Resilience"","" Business Transformation"","" Strategy"","" Business Communication"","" Professional Development"","" Scrum (Software Development)""}",4.8,2200.0,Beginner , 3 - 6 Months
تحليلات البيانات من Google,"{"" Computer Programming"","" Problem Solving"","" Python Programming"","" Programming Principles"","" Computer Programming Tools"","" Algebra"","" Computational Thinking"","" Exploratory Data Analysis"","" Mathematics"","" Data Analysis"","" Process Analysis"","" Differential Equations"","" Theoretical Computer Science"","" Critical Thinking"","" Data Analysis Software"","" Data Visualization"","" Databases"","" Decision Making"","" People Analysis"","" SQL"","" Communication""}",4.8,162.0,Beginner , 3 - 6 Months
Introduction to Cyber Security,"{"" Security Engineering"","" Cyberattacks"","" Network Security"","" System Security"","" Security Strategy"","" Computer Networking"","" Security Software"","" Computer Security Models"","" Network Architecture"","" Strategy"","" Cryptography"","" Problem Solving"","" Software Security"","" Algorithms"","" Computer Security Incident Management"","" Critical Thinking"","" Operational Analysis"","" Computational Thinking"","" BlockChain"","" Cloud Computing"","" Mobile Security""}",4.7,3400.0,Beginner , 3 - 6 Months
Google Data Analytics (DE),"{"" Design and Product"","" Data Analysis"","" Software Engineering"","" Microsoft Excel"","" Business Analysis"","" Computer Programming"","" SQL""}",4.4,28.0,Beginner , 3 - 6 Months
Python and Statistics for Financial Analysis,"{"" Basic Descriptive Statistics"","" Computer Programming"","" Data Analysis"","" Finance"","" Financial Analysis"","" Probability & Statistics"","" Python Programming"","" Statistical Analysis"","" Data Analysis Software"","" General Statistics"","" Probability Distribution""}",4.4,3900.0,Intermediate , 1 - 4 Weeks
Introduction to Philosophy,"{""(9k reviews)""}",4.7,9000.0,Mixed , 3 - 6 Months
Natural Language Processing with Probabilistic Models,"{"" Machine Learning"","" Natural Language Processing"","" Python Programming"","" Statistical Programming"","" Statistical Machine Learning""}",4.7,1600.0,Intermediate , 1 - 4 Weeks
Economics of Money and Banking,"{"" Banking"","" Finance""}",4.9,1500.0,Mixed , 3 - 6 Months
Design a User Experience for Social Good & Prepare for Jobs,"{"" User Experience"","" Social Media"","" User Research"","" Web Design""}",4.8,2900.0,Beginner , 1 - 3 Months
Fundamentos de la gestión de proyectos,"{"" Leadership and Management"","" Organizational Development"","" Planning"","" Project Management"","" Strategy"","" Strategy and Operations"","" Change Management"","" Communication"","" Adaptability"","" Business Communication""}",4.9,4800.0,Beginner , 1 - 4 Weeks
"Sequences, Time Series and Prediction","{"" Machine Learning"","" Forecasting"","" Tensorflow"","" Applied Machine Learning"","" Deep Learning"","" Artificial Neural Networks"","" Human Learning"","" Data Visualization"","" Statistical Analysis"","" Statistical Machine Learning""}",4.7,4900.0,Intermediate , 1 - 4 Weeks
The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,3600.0,Mixed , 1 - 3 Months
Managing Cybersecurity,"{"" Security Engineering"","" System Security"","" Risk Management"","" Computer Security Incident Management"","" Leadership and Management"","" Security Strategy"","" Network Security"","" Strategy"","" Cyberattacks"","" Strategy and Operations"","" Computer Security Models"","" Software Security"","" Security Software"","" Computer Networking"","" Planning"","" Regulations and Compliance"","" Business Analysis"","" Network Architecture"","" Networking Hardware"","" Operations Management"","" Cryptography"","" Network Model"","" Systems Design""}",4.8,1000.0,Beginner , 3 - 6 Months
Python Data Structures,"{"" Algorithms"","" Computational Logic"","" Computer Programming"","" Computer Programming Tools"","" Critical Thinking"","" Data Management"","" Data Structures"","" Problem Solving"","" Python Programming"","" Software Engineering""}",4.9,94000.0,Beginner , 1 - 3 Months
Cybersecurity Operations Fundamentals,"{"" Operations Management""}",4.8,123.0,Beginner , 3 - 6 Months
Build Basic Generative Adversarial Networks (GANs),"{"" Artificial Neural Networks"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Python Programming"","" Statistical Programming"","" Deep Learning""}",4.7,1800.0,Intermediate , 1 - 4 Weeks
Microsoft Azure Data Fundamentals DP-900 Exam Prep,"{"" Data Management"","" Databases"","" Microsoft Azure"","" Cloud Computing"","" SQL"","" Big Data"","" Data Analysis"","" Database Application"","" Data Architecture"","" Data Warehousing"","" Cloud Storage"","" Data Structures"","" Data Visualization"","" Extract"","" Transform"","" Load"","" Leadership and Management"","" NoSQL"","" Data Analysis Software"","" Data Visualization Software"","" Database Administration"","" Cloud Infrastructure"","" Cloud Management"","" Database Theory"","" PostgreSQL""}",4.7,549.0,Beginner , 3 - 6 Months
Reporting extra-financier et stratégie RSE,"{"" Strategy"","" Audit"","" Strategy and Operations"","" Change Management"","" Communication"","" Finance"","" Leadership and Management"","" Regulations and Compliance""}",4.7,370.0,Beginner , 1 - 4 Weeks
Introduction to DevOps,"{"" DevOps"","" Continuous Delivery"","" Continuous Integration"","" Software Engineering""}",4.8,2100.0,Beginner , 1 - 3 Months
International Marketing & Cross Industry Growth,"{"" Marketing"","" Strategy"","" Leadership and Management"","" Customer Analysis"","" Market Analysis"","" Marketing Management"","" Product Marketing"","" Brand Management"","" Customer Relationship Management"","" Marketing Design"","" Media Strategy & Planning"","" Product Strategy"","" Product Management"","" Decision Making"","" Strategy and Operations"","" B2B Sales"","" Business Development"","" Social Media"","" Communication"","" Creativity"","" Operations Management"","" Sales"","" Performance Management"","" Reinforcement Learning""}",4.7,2200.0,Beginner , 3 - 6 Months
Computational Thinking for Problem Solving,"{"" Computational Thinking"","" Computer Programming"","" Problem Solving"","" Algorithms"","" Computational Logic"","" Critical Thinking"","" Programming Principles"","" Python Programming"","" Theoretical Computer Science"","" Computer Programming Tools""}",4.7,1300.0,Beginner , 1 - 4 Weeks
Algebra: Elementary to Advanced,"{"" Algebra"","" Mathematics"","" Problem Solving"","" Linear Algebra"","" Applied Mathematics"","" Critical Thinking"","" Plot (Graphics)"","" Mathematical Theory & Analysis"","" Computational Thinking"","" Decision Making""}",4.8,500.0,Beginner , 3 - 6 Months
Culture-Driven Team Building,"{"" Leadership and Management"","" Collaboration"","" Communication"","" Business Psychology"","" Emotional Intelligence"","" Entrepreneurship"","" Culture"","" People Management"","" Strategy and Operations"","" Professional Development"","" Conflict Management"","" Organizational Development"","" Human Learning""}",4.6,894.0,Beginner , 3 - 6 Months
Python Programming Fundamentals,"{"" Algorithms"","" Computer Programming"","" Problem Solving"","" Python Programming""}",4.4,7.0,Beginner , 1 - 4 Weeks
Music Business,"{"" Critical Thinking"","" Creativity"","" Regulations and Compliance"","" Strategy"","" Decision Making"","" Problem Solving"","" Process Analysis"","" Communication"","" Leadership and Management"","" Brand Management"","" Entrepreneurship"","" Planning"","" Writing"","" Business Analysis"","" Deep Learning"","" Marketing"","" Social Media"","" Innovation""}",4.8,3200.0,Beginner , 3 - 6 Months
Functional Programming in Scala,"{"" Computer Programming"","" Programming Principles"","" Scala Programming"","" Theoretical Computer Science"","" Computational Thinking"","" Critical Thinking"","" Data Structures"","" Big Data"","" Algorithms"","" Apache"","" SQL""}",4.7,10600.0,Intermediate , 3 - 6 Months
Organizational Change and Culture for Adopting Google Cloud,"{"" Cloud Computing"","" Leadership and Management"","" Strategy and Operations"","" Business Transformation"","" DevOps"","" Innovation"","" Cloud-Based Integration"","" Collaboration"","" Google Cloud Platform"","" Strategy"","" Cloud Platforms"","" Communication"","" Product Development"","" Business Analysis"","" Change Management"","" Cloud Applications"","" Cloud Clients"","" Cloud Infrastructure"","" Design and Product"","" Kubernetes"","" Organizational Development"","" Other Cloud Platforms and Tools"","" Business Intelligence"","" Customer Analysis"","" Data Analysis"","" Entrepreneurship"","" Product Management"","" Google App Engine"","" Software Engineering Tools"","" Research and Design"","" Culture""}",4.7,3500.0,Beginner , 3 - 6 Months
Professional Skills for the Workplace,"{"" Leadership and Management"","" Communication"","" Emotional Intelligence"","" Professional Development"","" Collaboration"","" Problem Solving"","" Critical Thinking"","" People Development"","" Business Psychology"","" Strategy and Operations"","" Adaptability"","" People Analysis"","" Strategy"","" Resilience"","" Entrepreneurship"","" Planning""}",4.8,2400.0,Beginner , 3 - 6 Months
Fundamentals of Immunology,"{""(2.1k reviews)""}",4.7,2100.0,Intermediate , 3 - 6 Months
Introduction to Public Relations and the Media,"{"" Communication"","" Public Relations"","" Media Strategy & Planning"","" Strategy"","" Brand Management"","" Leadership and Management"","" Marketing"","" Strategy and Operations"","" Planning"","" Social Media"","" Critical Thinking"","" Customer Relationship Management"","" Journalism""}",4.7,360.0,Beginner , 3 - 6 Months
"Information Systems Auditing, Controls and Assurance","{"" Security Engineering"","" Strategy and Operations"","" Change Management"","" Audit"","" Leadership and Management"","" Risk Management""}",4.7,3200.0,Beginner , 1 - 4 Weeks
SAP Professional Fundamentals,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Process Management"","" Planning"","" Project Management"","" Business Analysis"","" Business Transformation"","" Cloud-Based Integration"","" Product Management"","" Supply Chain and Logistics""}",4.7,366.0,Beginner , 1 - 3 Months
"Python Functions, Files, and Dictionaries","{"" Python Programming"","" Computer Programming""}",4.9,5100.0,Beginner , 1 - 3 Months
Finance for Technical Managers,"{"" Finance"","" Financial Analysis"","" Accounting"","" Investment Management"","" Cost Accounting"","" Leadership and Management"","" Financial Accounting"","" Financial Management"","" Strategy and Operations""}",4.7,87.0,Beginner , 3 - 6 Months
Electric Industry Operations and Markets,"{"" Operations Management"","" Strategy and Operations"","" Operational Analysis"","" Market Analysis"","" Supply Chain Systems"","" Operating Systems"","" Planning"","" Strategy"","" Systems Design"","" Transportation Operations Management""}",4.8,1200.0,Beginner , 1 - 4 Weeks
"Hotel Management: Distribution, Revenue and Demand Management","{"" Business Analysis"","" Leadership and Management"","" Strategy and Operations"","" Market Analysis"","" Marketing"","" Strategy"","" Business Process Management"","" Forecasting"","" Media Strategy & Planning"","" Operations Management"","" Performance Management""}",4.6,2000.0,Beginner , 3 - 6 Months
The Science of Well-Being for Teens,"{""(367 reviews)""}",4.9,367.0,Beginner , 1 - 3 Months
Entrepreneurial Finance: Strategy and Innovation,"{"" Finance"","" Entrepreneurial Finance"","" Risk Management"","" Probability & Statistics"","" R Programming"","" Entrepreneurship"","" Data Analysis"","" Investment Management"","" Statistical Analysis"","" Statistical Programming"","" Financial Analysis"","" Leadership and Management"","" BlockChain"","" Cryptography"","" FinTech"","" Statistical Tests"","" Financial Management"","" Algorithms"","" Innovation"","" System Security"","" Microsoft Excel""}",4.5,1300.0,Intermediate , 3 - 6 Months
Abnormal Psychology,"{""(433 reviews)""}",4.8,433.0,Beginner , 3 - 6 Months
Fundraising and Development,"{"" Planning"","" Strategy"","" Communication"","" Marketing"","" Leadership and Management"","" Organizational Development"","" Prospecting and Qualification"","" Strategy and Operations"","" Decision Making"","" People Development"","" Business Development"","" Taxes"","" Writing""}",4.6,308.0,Beginner , 3 - 6 Months
Finance for Non-Finance Professionals,"{"" Accounting"","" Business Analysis"","" Data Analysis"","" Finance"","" Financial Analysis"","" Financial Management"","" Financial Accounting"","" Investment Management"","" Budget Management""}",4.8,2600.0,Beginner , 1 - 3 Months
GPU Programming,"{"" Python Programming"","" Machine Learning"","" Computer Programming"","" Artificial Neural Networks"","" C Programming Language Family"","" C++ Programming"","" Algorithms"","" Data Science"","" Linear Algebra""}",2.8,66.0,Intermediate , 3 - 6 Months
Étudier en France: French Intermediate course B1-B2,"{"" Communication"","" Culture"","" Writing""}",4.8,4600.0,Intermediate , 1 - 3 Months
